id,comments,star_level
82,整体感觉不错，山很高，有几个峰直插云端一样，半山腰烟雾缭绕，如人间仙境。缆车上半山腰，自己爬2000米到天桥，天桥下扶梯那段，恐高的，体重过200的，带小孩的就放弃吧！桥行你不行。返回时滑道比较好玩，但只有500米，不过那会儿能滑一段算一段，太累了！然后又到了半山腰有个寺庙没力气进去了，在这又选择缆车下山或者台阶走下去，（这里可以吃饭，凉皮八元泡面十元你懂的不过山这么高也理解）不想走回头路选择台阶走下去，腿狂摆啊！到了公交车送下山10元中间倒车送回停车场。综评:山高，路远，桥险，人累。没去过的总是值得去一回，去过的不嫌累也不勉强。,5
83,能获得一元游五老峰的门票是超值的优惠。景区风景优美，空气清新。虽是周末但人并不多，景区小交通20元(来回接送)送到登山口，可登山1.2公里2399阶，途经小红崖、一碗泉、大红崖到灵峰观游览，再从此向上过南天门，登最高峰玉皇顶，无限风光在险峰。回返过荡悠悠的山颠间吊桥在观景台观景。随后下山回返，游览棋盘峰、后稷庙走山崖栈道、黑龙潭、游锦绣谷下山。,5
84,在网上买的三人票，到购票大厅取票挺方便的，还是网上的优惠些，挺不错的呢，五老峰的却值得一去，主要是有小孩，上下坐的缆车，，省力很多。下了缆车往前面走一点还有表演节目的，真不错！山顶的吊桥值得一去，恐高的就算了哦！,5
85,网上订票对票有专门的窗口，挺快的，国庆节人还是挺多的，上到天桥还是挺险的，不过风景不错，小孩也爬上去了，下山的索道排队时间太长了，俩人一个缆车，不过缆车还是挺稳的,5
86,五老峰自然景观好，没开发好。门票70元定价贵，硬件设施差，整个山区厕所少，脏、乱、差！网络信号差。灵峰观以上连台阶都没修好，门票收这么贵，设施却差，主管部门应深思。不推荐此山游玩！,0
87,每人还需要交二十的小交通，太累了，和朋友爬几个小时，下来是滑道加索道，顶上风景还可以，见到了银色身体的红翅膀蜻蜓和好多蝉蜕,5
88,感觉很好。13个人玩的很开心。就是服务态度很不好。。消费有点贵。。。最上面的吊桥棒棒👍🏻的,5
89,多云的五老峰给人的感觉是那么的美丽，总行程5000多米3589台阶，登山上，从后山下，景色非常优美，遗憾的是有很多景点没有开发。可惜了,5
90,3月8日去的女士兔门票，昮土半价景区买门票还得强治买保险，上山下山一条路，山顶的天桥不错,3
91,台阶很多，上山教累，峰顶风景很赞，尤其是吊桥，美**了！就是景区小交通太贵，要20元一个人。总体来说，很值得一游。,5
92,首先就说一说门票吧，在同程网上预订的，不算贵。但实际价格有点贵了，来到那里一路登台阶，也没什么好风景。到了半山腰有个平台叫 太乙峰休息了片刻，就继续往上爬，往最高峰——玉柱峰 爬  那里有个天桥，我们努力上去了，在天桥上看风景，那才叫美呢，不过好多人不敢走天桥，也不敢往下看，我在那里做了索道，很刺激，很舒服！可惜时间太短，估计有一分钟的时间，20元！ 下了玉柱峰，我们往下 棋盘峰走，那里有白帝和陈仙女在下棋，而得名！ 我们没跑完五个峰只去了这两个峰 ！回来后腿疼了3天……,3
93,景色优美。值得一去哦！,5
94,永济文化底蕴很丰厚，两日的游程参观了爱情圣地普救寺，黄河第一楼颧雀楼，蒲津渡遗址（黄河大铁牛）以及风景奇丽的五老峰景区，悬崖栈道，天梯，天桥让我们克服了恐高，战胜了自我，一行十二人玩的很嗨。关键是五一期间不是太拥堵，值得一提的是永济的牛肉饺子让人回味无穷，当然面也很不错的。特别感谢同程让我们的门票打了折扣，只是对同程想提一个小小的建议，能否门票不用提前订，随时订是不是更好呢,5
95,"2013清明小长假开车去的，到了索道停车场，因上午10:30到的,买票时索道售票员告知从另一登山口下来有小公交可返回,就买了单程索道票70元,坐车5元到索道处(3km).一路登山全是台阶，上山的时候还好，下山就感觉到小腿受不了了，下到南天门上有500m的滑道，挺有意思，值得坐坐。然后从黑龙潭（没水，正在修建）步行下山，水很少，可能季节不对。下到登山口是下午4:00，坐小公交（到出口5元，我们坐到索道停车场10元）。",5
96,很好，一元玩景点真的好实惠，景色很美，尤其是登上观景台，感觉美极了，走吊桥也很刺激，值得一去。,5
97,景色很美，气候宜人，空气湿湿的，感觉非常舒服。不愧是天下第一峰啊，很险，很累，爬山到最后有点体力不支了，但还是值得一去。,5
98,五老峰以自然景观为依托，有两个入口不在同一地方，一个是索道入口，另一个是登山入口，无论选择那种方式游览，早上要今早去，要不然就没地方停车，要么就是停车的地方离入口很远，景区环境优美，上了玉柱峰，哈哈，竟然从天桥上走了一回，真佩服自己当时的勇气，下来的时候坐的滑道，很好玩！棋盘峰也不错，有老母庙、两个很大的神仙在下棋的石像，还有吕，，神像，哈哈。我们上山自己登台阶，下山很晚了坐的索道，从11点一直玩到六点才下山，很愉快的一次游玩。。。,5
99,这次爬山最大的感触就是台阶好多啊，挺锻炼人的，坚持到山顶的人都不容易啊，就是夏天去的话有点闷热，如果下点小雨就好啦。这次没登上山顶，不知道高处的风景如何，一路上的景色还好吧，是锻炼身体，休闲散步的好去处。,5
100,交通快捷，一路高速、快速路到山脚下，非常方便。同程购票性价比高，实惠，方便。风景非常好，建议不要坐缆车，登山乐趣无限，上山和下山分走两条路，风景都能看到。,5
