id,comments,star_level
11,故宫很大，影视剧的情景一一再现，特别是红红的长廊，老古树，太和殿，乾清宫，坤宁宫，翊坤宫，储秀宫等，古代宫殿保存完好的其中之一。还有很多皇家使用过的古董。,5
12,套票很合适，入口处的自助讲解器租赁仅收现金无押金，记住备好现金！,5
13,建议要么早上去，下午主要太热，出来的时候坐那个车，服务员态度不太好，明明坐电动车两块钱，可以出，出去坐一号线的，服务员硬是让我们走出去了，又累又热，简直要晕，总体来说还是不错的，进午门刷票的时候把身份证给他就完事了,3
14,完全不用解释，故宫的好评是无与伦比的。最佳的五a，不用质疑。,5
15,故宫要提前预约购票，刷身份证就可入内。钟表馆，珍品馆馆还是值得一去的。,5
16,身份证可以直接进入，去了好几次了，非常喜欢故宫的氛围，据说明年全部开放，没有装修了,5
17,网上购票，适宜春秋季观览（每年6-9月不适合游览），也许是赶上了内部装饰，东部很多宫殿未开放，高温日游故宫，每个毛孔都会被体液充斥，小卖部的冷饮（纯净水）都在能接受的范围。供游人休息的椅子多数存在于被太阳的炙烤下。,5
18,提前预订了讲解，头晚就联系我确定接头的时间，8:50准时在故宫博物院门口集合，领取接收器后，刷身份证进入故宫博物院，老北京资深导游为我们讲解，确实跟提前跟团的导游不一样，讲解的确实非常到位，功底深厚！,5
19,首次来帝都 故宫必逛的景点  仔细逛的话 可以走上一天 确实很壮观 很大 值得一去 里面的珍宝馆 钟表馆可以一起买 故宫的文创产品做的也很不错 满载而归,5
20,北京总体门票价格实惠，刷身份证进入也方便。导游老师人很好，安排妥当，时间控制适当，玩故宫博物院一定要听人工讲解，清楚明了。,5
21,故宫真的很大，从午门进神武门出，一条路线走了一天，在36度高温下，我们躲进了珍宝馆，那里空调不给力，工作人员一直在赶游客走，又热又累的我们靠墙依着走，说是破坏文物，真心人不如狗！珍宝馆内展出的宝贝，基本都是仿制品，欺骗游客的眼球。钟表馆空调很赞，还有椅子随便坐着休息。,3
22,可以从地铁后面绕一个大圈过去，不用排队安检，需要提前一天订票，门口最好租一个电子导游，珍宝殿最好设置个排队的隔离带，插队，没素质的人太多,5
23,人很多，走一天的路程压缩到半天走，很累，而且不少地方都在重新装修，算是见识了一下，但整个故宫真的超大，找了个很有耐性的导演讲解，发现中国的历史文化真的源远流长，增长了不少知识。,5
24,带着老人和孩子，还要推轮椅，好热呀！关键是故宫的地砖，因为年代久远，不是那么平整，有些地砖有缺角，一推一卡，十分费力，大半天下来，都有些吃不消，肩膀都肿了,5
25,一早赶到北京，安检排队大约得半小时，清明节中外游客很多，好多团。故宫里面很大，跟团或是走马观花地参观，从早上进园到中午从御花园出去，实际上什么都看不到。我们是中午前到了御花园，稍休息调整后，往回走看了西六宫的展览。展品有乾隆皇帝的墨宝，各种造型的器皿，石雕，石佛，石像等等。珍宝馆和钟表馆的票要预订，现场根本买不到。东六宫的展览没来得及看，大约下午两点钟左右从北门出了故宫。然后对面就是景山公园，直接过去参观一下，里面一个值得一看的地方就是崇祯皇帝殉葬处。,3
26,暑假出游了北京故宫博物院，这里的一切服务态度都是很好👍真棒👌,5
27,故宫真的很大，从午门进神武门出，一条路线走了一天，在36度高温下，我们躲进了珍宝馆，那里空调不给力，工作人员一直在赶游客走，又热又累的我们靠墙依着走，说是破坏文物，真心人不如狗！珍宝馆的宝贝儿其实都是仿制品，就隔着一层玻璃，打发一下游客，可以不用去看。钟表馆空调很赞，还有椅子随便坐着休息。,3
28,很难忘的体验，还没进入广场就下起了暴雨，安检旁边店卖的伞最便宜的85，淋的比落汤鸡还惨，地下通道都是人水泄不通，老妈都想回宾馆了，还好坚持了一会下小了再去，果然不负此行，看到了古装剧里所看到的宫廷样子，人也不算太多，值得一去,5
29,前一天晚上十点多订的票，一直也没有发短信验证码给我，以为没有订票成功呢，也没有订火车票，想着转天现买火车票去试一试，不行就去别的景点玩，结果成功进入故宫，太大了都转蒙了，好多地方都没转到，还累的跟🐶一样，有机会还会再逛逛。晚上看降旗还赶上下大雨……,5
30,故宫绝对是北京良心景点😝我们进去以后补了钟表馆的票 不过可能是为了保护钟表 灯光略暗 要借住手机摄像头屏幕才能看清（不用开闪光灯）买珍宝馆的票超值 游了超级多的地方 看了好多珍宝❤️还注意到延禧攻略上面富察皇后的孩子出事时出问题的大水缸（不叫这个名字吧😂）喜欢故宫💓,5
31,提前好久订的门票，到了可以直接刷身份证进去，不用排长队买票，很方便。在午门的游客服务处可以免费租儿童推车和轮椅♿️，轮椅的押金是800，必须是现金，不支持刷卡……多亏里面有个取款机🏧，四点以前可以回到这里或是玄武门归还讲解机是进门口租，没有租金，一台机子二十元，不过还是觉得有导游会好些，机子不知道是不是用的太久了，有好些地方都没有讲解，有的地方又讲解了好多次，由于去的晚，三大殿只去了前两个，看了珍宝馆和钟表馆就出来了建议早点到，可以多看些，个人感觉一天都看不完,5
32,下了火车拖着个行李箱就奔故宫而去，过安检，穿过熙熙攘攘的天安门，刷身份证进故宫很顺利，点开语音导游链接原来要下新的app，放弃了，花350请了个导游，小姑娘，陪我们游完了中轴线，珍宝馆和西六宫，两个半小时基本差不多。跟导游游玩介绍后自己去钟表馆，外面排起了长龙，果断放弃，在午门上面有卡地亚的一个展，又折回去看了一下。没请导游的游客可以一进午门就从左手边的台阶上去观看，免得走那么远的回头路。会经过免费箱包寄存处，两个小时后可以到神武门去领取，这点故宫做的还是很赞的。旅游高峰期的故宫人山人海九点就是如此，总体来说上午人多下午人少，可以多带点水进来，里面贵不说还不太好买，一天下来两万多步，阴天还没晒**了,5
33,6/30游玩故宫，6/28预定，因售票窗口人太多，两小孩的票就没换直接刷身份证进去，还挺方便的。故宫里面的讲解器不需要押金比颐和园稍微好一些，里面的瑞星咖啡可以用app券，给点赞，就是里面的信号实在是太差啦。4g都转不动,5
34,建筑雄伟，细节精致。想去的一定要注意3点，1，周一休馆，别白跑。2，前一天晚上，一定要订好门票，因为每天9点不到，当日票8万张会全部售罄。3，带好身份证，进天安门安检一次，进故宫又要安检一次。,5
35,我们早上8点排队开始进去叁观了，前一天刚下过雨，所以人不是很多，不过比一般的景点多的多了，等我们回来的时候人就已经很多了，故宫总体很宏伟大气，北京紫禁城名不虚传，门票也不贵，很值的，珍宝馆和钟表馆都在中线右边很好找，要是全部逛一圈，得好好练练腿了,5
36,旅游门票一直在同程买 方便 这次开通了plus 一年129 这次买个故宫票就省了70 故宫太雄伟了 一定要亲身感受一下 这里提醒一下 进故宫不要带防晒**雾 会被没收 我的就没收了 珍宝馆值得一看 进了故宫也可以买票 老人 学生5 元 成人10 元 可以租电子解说器 20 一个 本人觉得值 走到哪里说到哪里 自动感应 故宫太大 要走完还是蛮累的 买的上午票 10点进去 1点半出来 就走了西六宫 这半边 没去东六宫,5
37,暑期人很多，必须网上购票。推荐找导游讲解，听故事。只看房子的话，都差不多。逛了东区，差不多3.5小时，如果全逛完得6个小时左右吧。总体好评吧。,5
38,【入场】无需取票，身份证刷卡入园，很方便。【故宫】8太热了不要去哦，乘凉不方便，很影响游览。之前冬天日暮去过，那时候特别安逸，这次夏天顶着太阳晒，人有点恍惚。【珍宝馆】必买门票【钟表馆】可惜修复的文物没展出，如果钟表馆报时多好,5
39,角楼没时间上去，珍宝馆和钟表馆单独收费，而且闭馆时间太早了。北京的天还是挺蓝的。,3
40,暑假来故宫的游客不是一般的多，周一闭馆，每天限 八万人，同程上订票很方便，直接刷身份证进入，故宫很大，如果不请导游，或者租用讲解器，自行参观的话，不知道其中的历史和故事，看着没多大意思，直观的感觉就是大，宫殿多，场内很多宫殿都没开放，就一些主要的开了，不过重要的宫殿门口都拦起来的，只能在门口看个大概，印象最深要属御花园，以前一直以为皇帝的御花园肯定很大，很漂亮，小桥流水啥的，结果大相径庭，大家去看了就知道了,5
41,故宫作为首都的名片，维护的还是不错的，最好留一整天慢慢逛，给游客休息的座椅业很多，商业不算多，但是门口租个婴儿推车要150元，相比别处免费有点说不过去了。有拍艺术照的，很好看，但是贵，150元两张。颐和园也一定要去，不过颐和园商业重了点，建筑修复的比不了故宫，服务从卖门票的到里面的工作人员态度都非常差，卖东西的太多了，里面拉客要导游的非常多杂乱，坐船的有好几处，皇族知道他们的花园被这样拿来赚钱，应该会不开心的吧。长城去的慕田峪，坐的幕巴士，没车，不然不会做这车，有点导游车的感觉，但是没有购物乱收费现象，当然没车坐这个还是很方便的，缆车5分钟吧，年轻人建议做滑道。另外吐槽一下北京人，都说上海人看不起外地人，精明，没想到北京人更看不起人，服务态度都非常差，仗着北京的历史，真以为自己个个是大爷，和闭关锁国一样，现在的北京比起上海来，差的不是一点两点了。要不是还有点政治因素在，北京有何德何能能作为首都。另外推荐带小朋友的3-12岁，一定要去宋庆龄青少年体验中心，一流的儿童中心，前门的大城小爱也适合全家一起，新开的，互动很强，历史性强，非常好玩，这家服务态度好的，比起景点和出租车司机好一百倍。,5
42,第一次带孩子们转故宫，不愧是皇帝住过的地方，一时半会儿是转悠不完的，建议大家购买上午场，这样时间就会充足点，记得带好水和干粮，里面的水比外面贵一倍哦！皇帝的后花园，也不让进去看，很遗憾下次有机会一定要看看呵呵！很愉快的一次旅行。,5
43,就一个字 大 我们因为是晚上的飞机 所以是带着行李过去的 找到寄存处 然后 开箱检查 玻璃是不可以封箱的 得自己带着 所以千万要避免带这些 再有就是 寄存不收费的 ！唯一不好的的就是 吃了故宫 打不到车,5
44,好评是给故宫这个名字的。去过景福宫，去过雍和宫，对故宫的期待说实话很高，这是第一次去，给我的印象是到处都是崭新的翻新，失去了原有的古色古香，卖吃的喝的的门头也不少，现代化气息太浓郁了。而且能真正看到的收藏也了了，珍宝馆转了一圈也没啥好看的，可能是期待太高落差太大吧，没去过的建议抓紧时间去看看，后期还会修复的，趁现在，还有点古韵。,5
45,网上购票很方便，直接扫身份证入园，经过两次安检还是叁次进了天安门。前几个门楼真的气势宏伟，让人振汗，可以上城楼观景，后面皇上皇后住的宫，只能在门外栏杆外观赏，北京夏天太热太干，夏天逛故宫没意思。,3
46,院子太大，一天也看不完，其实也就那么一回事。人太多了。还是计划生育好啊。,5
47,购票方便，直接凭身份证入园，耳麦讲解方便生动，就是没有纸质门票和游览图，全部都是电子版，个人觉得不是太方便。总体来说故宫非常值得一游，钟表馆和珍宝馆也非常惊艳,5
48,亲们，请不要在同程旅游订票了，我7月14号订的16号的6张故宫门票，付款成功，系统提示只需要带身份证去刷就可以入园了，可16号我千辛万苦带着四个老人两个孩子排队到故宫的居然被告知同程旅游竟然没给我们出票，打电话给客服却叫我们退票，真是开玩笑，**，害得我们没有游成故宫，请大家在同程旅游订票了，到现在我付的360元也没有退还给我！,0
49,第三次去故宫了，多了一些以前没有的展览，同程plus的讲解很不错，省去了租讲解器的麻烦，故宫一如既往的人多，不过都集中在中路，左右两路展览多，人少。珍宝馆和钟表馆都有免费讲解，讲的都非常好，一定要听一下。,5
50,直接身份证就可以入园，很方便，有不少临展，每次去都有新的内容可以看,5
51,故宫的人超级多，我们是从中轴线开始，大致走完花了3个小时。珍宝馆里很多以前的珍宝，很好看。去的时候有很多地方封馆在维修，没有仔细看到。进去的时候可以买瓶水，在里面有卖水的地方和吃饭的地方，就是不太好吃,5
52,＃体验北京文化＃第四站：故宫紫禁城又逢晴朗天气，风清气正，雄伟庄严地故宫矗立在这片神奇土地上，辉煌依旧。如果没有亲眼看过紫禁城的红墙黄瓦，你永远不知道它到底多庄严多瑰丽；如果不是亲手触摸过金铜狮子，你永远不知道现代与古老瞬间接触的感觉；如果没有走过汉白玉堆砌成的御路，你永远不会知道历史凝聚的厚重……故宫紫禁城的美，美得那样让人措不及防，美得与生俱来、沁人心脾，美得世事珍宝，绝无仅有！,5
53,不错，直接刷身份证入园，刚开始还担心没在官网买怕入园不得行，故宫人太多了，到处人头攒动，有些宫殿关闭了，有些宫殿正在维护，刚刷的墙漆味道太难闻都不敢进去，没看过老惦记，看了后觉得没太多看头，除了雄伟壮观的宫墙，宫殿内的装饰物基本都看不到。,5
54,故宫购票是限量的，必须网上提前购票预约，否则到了现场你是买不到票的，而且故宫也没有售票窗口，现在很多平台都有售故宫门票，价格也差不多，哪里买都一样。有个小内幕，故宫票实际上并不控制上、下午场次，只要当天的门票什么时候都可以进,5
55,很顺利，直接去刷证就好了。之前一直没收到短信📨，怕去看不成，担心了一天一夜。还好，一刷就过了。就是太热，都快烤熟了。,5
56,一定要提前网上订票。因为我要买张儿童票懒得网上买还要输什么证的，午饭后直接去了想现场买的说是限流不给进，耽误了游玩计划，结果临时换地方改军事博物馆了。当时网上预订的就只有后天的啦。所以故宫一定要提前买票,5
57,今天行程收到出租车司机的影响，以为闭馆，好在同程客服非常好，马上联系获得了解，赶紧赶过去。故宫太大了，我感觉一天都玩不下来，下次一定再来。能看到的东西很多，很棒，来了故宫再也看不进其他宫殿。,5
58,提前在网上订了套票，当天在入口刷身份证直接进门。故宫很大，我们在里面逛了一天，还感觉没转过瘾。向大家推荐一下有时间的话一定要去珍宝馆看一下，里面展览的珍宝，真的是做工精致，让人大开眼界，大饱眼福，真不愧都是价值连城的国宝。,5
59,网上订票方便，好评！故宫每天限人流量，每天八万人！必须早点在网上订票！建议把珍宝馆看了，票价不贵，很值得一看。提前计划好参观路线，这样可以尽可能多的参观。上午能进去可以订上午场，建议订上午场，安排一天游玩故宫！非常值得,5
60,取票遇到了点小插曲，很快解决，早上从酒店走到天安门，然后从午门进，故宫很值得游玩，钟表店，珍宝店补10元门票，不过值得，里面的物件简直是叹为观止，带着孩子，由于天气炎热，走走停停，大约花了四个小时，里面有水，但很贵。,5
61,天气太热了一行人老老小小游玩了一番，还是不错的,5
62,第二次来了，为了让孩子涨见识，北京的天气好热！,5
63,故宫，无须点评，只能说钟表馆大赞！要提前订票！当天基本订不到！,5
64,门票性价比很高，值得游玩，直接刷身份行证就可以，不用取票,5
65,故宫真的很大，从午门进神武门出，一条路线走了一天，在36度高温下，我们躲进了珍宝馆，那里空调不给力，工作人员一直在赶游客走，又热又累的我们靠墙依着走，说是破坏文物，真心人不如狗！其实珍宝内的宝贝儿其实都是仿制品，欺骗一下游客的眼球。钟表馆空调很赞，还有椅子随便坐着休息。,3
66,去的那天正好阴天   不是很热  排队进去也很顺利 刚进故宫里有个小商店  有卖纪念品之类的   买了个小冰箱贴  然后逛了一个上午  整体感觉就是故宫雄伟壮观  珍宝馆和钟表馆推荐可以去看看   都在故宫右侧,5
67,这次带老母亲从上海家里出发到京城旅游，5月11号进的紫禁城参观，妈妈享受半价票，不理解紫禁城为什么有一半左右的区域不让参观，在开放区域里也有很多地方关闭了，三大殿只能看进去不能入内参观，我知道原先三大殿是可以入内的，一些皇室成员的住处只能从玻璃窗往里看，陈列宝物的房间多数也是只能从玻璃窗看进去的、好多年没打扫了、都是灰、玻璃窗也模糊、紫禁城里布置的现代东西太多了，还不提供游览图、游览图要花钱买、不开放的区域里有很多地方曾经是开放的，从景山上看紫禁城、很多宫殿的琉璃瓦都烂了,5
68,一定要早来排队！7月份不要来全是学生！除此之外一点毛病没有！果然是故宫博物院呢！,5
69,北京旅游的最后一站：故宫博物院！早上没有看升旗仪式，因为知道起不来也抢不过，所以前一天看了降旗，然后去故宫的时候就没有很早，大概九点左右到的吧，人很多，很多跟团旅游的，但过安检什么的也是很快的，进去租了一个讲解器就开始了我们的游览。中轴线人肯定是最多的，所以我们选择了从两边逛起，人要少很多甚至可以拍出故宫没有人的效果，哈哈～我们基本上每个殿都参观了，其实故宫说大很大，但真正走完差不多五个小时吧，还是走一会休息一会的，钟表馆、珍宝馆值得参观！看着这些至今保存完好的宫殿建筑，真的是很佩服古代的人民，太厉害了，有些设计现在很多人都想不到的，为中国人感到骄傲！！,5
70,首先我在同程网上预定了汉庭酒店天安门店，酒店斜对面有条胡同通往劳动文化宫，只需花两块钱买张门票，然后穿过该文化宫很快就能到达故宫的午门，既走了近路，又避开了故宫正大门的拥堵人群。因为是第一次又是独自一人游玩，幸亏有种神器叫“电子导游图“走哪儿讲哪儿，花二十块钱租一个是必须的，虽说机器时而会有一些小故障，但总体而言还是不错的。当然，游故宫，拍照也是必须的，不要着急，你只需嘴巴勤快一点、放大双眼，就能发现这些游客中自有拍照高手。于是，跟着导游图一路游完了故宫，从十一点多入故宫到了三点半左右出大门，时间刚刚好。不虚此行，以后还会再带家人一起来。,5
71,去时8月11日天太热有35度，处处人山人海，大概看了一下就出来了，好多大殿都不准进去，只好在外面看，玩得不开心哦。,3
72,五星好评，故宫博物院必须点个赞，强烈推荐！ 重游故宫就像重看红楼梦每次都感觉不一样因为人的心境和经历还有对世界的认知不一样了一样的景致，不一样的体会,5
73,快速入了故宫，又方便又快。还优惠。不错。北京很好玩。让孩子更加了解中华历史文化，值得推荐。每个孩子的第一站就应该到北京一游。,5
74,故宫必须好评啊！第一次到故宫！入眼就是午门！想到的第一句话：来呀！推出午门斩首！哈哈哈！故宫真是我国的珍宝呀！故宫很大，分为前三殿后三宫，东六宫，西六宫，御花园，然后就是各种零零散散的小宫殿！我早上10.30进入故宫，从午门进入，正对大殿是太和殿，上朝的地方！后面是中和殿，保和殿，然后是皇帝寝宫，皇帝洞房的地方，然后是宴会厅，坤宁宫，皇极殿等等，两边就是东六宫西六宫了！有景仁宫，景阳宫，太极殿，养性殿，养心殿等等！第一次去最好租个讲解器，切换到故事版，很有意思的！我大概花了6个多小时都没逛完，关门了！还有几殿都没看到！那些说3小时逛完的基本属于两类：1、只看中间由南到北！午门进神武门出不看两边宫殿的！2、跑到宫殿卡卡拍几张，然后就走，纯为了发朋友圈的！如果真的要详细了解！慢慢看的起码得早上8点进去，下午关门才出来，基本上需要一天时间看的！,5
75,中国最经典最著名，也是故事后建筑保留最完整的地方，作为中国人必须要去的一个地方，非常推荐，夏天要注意避暑，带好防晒工具，地方还是很大的，游玩一整天也是非常有可能的。,5
76,使用网络购票非常方便，价格公道，童叟无欺，故宫还是非常大的，已经开发的面积只有小小的一部分，还有很多都是没有对外公开放其中东六宫西六宫都比较多，基本上如果想每个地方都办下来，最起码要花到一天的时间，一上午只能走马观花的看一看，从天安门走到故宫还是有点距离的，请大家在购买上午票和下午票的时候，一定要把自己行程看好。从正大门进，可以直接从东华门出，由中轴线一直走到神策门，然后再从城墙上走的东华门，从正大门进，可以直接从东华门出，由中轴线一直走到神策门，然后再从城墙上走的动画门，从东华门出来直接可以浏览王府井步行街非常方便。从东华门出来直接可以浏览王府井步行街非常方便！,5
77,珍宝馆的珍宝很美。但是假期出行体验很糟糕，买个烤肠都要排队20分钟。饮食很不方便，可否提供更多方便食物？（参考大英博物馆，很多方便食物可供选择）景区内不提供热水，很不方便。文创店服务态度差，微博上刷的好感全没了。景区本身非常棒,5
78,因为想着上午去参观毛主席纪念堂，买的下午场。抱着试试看的想法排队，还是顺利进去游玩。赞,5
79,门票倒是不贵，可是只能在外面看，根本不准人进去看里面的，每个宫殿都是只能在外面隔的远远的看，里面什么都看不到，尽看墙跟人了，热**个人的,3
80,人多票要提前订，进广场安检排队排了40分钟，天安门维修不能上去挺遗憾。,5
81,挺好的，刷身份证进去很方便，钟表馆挺值得看的，也是刷身份证进去，好评哈,5
82,网上买票非常方便 直接刷身份证进入即可 门口买个电子讲解器 有院长的讲解哦 非常棒,5
83,故宫由于每天限制参观人数，所以前一定要提前预定，如果直接去现场肯定买不到，肯定买不到，肯定买不到。重要的事情说三遍，门票居然只要40.让我也不禁佩服首都的不差钱，连横店的明清宫都要160。故宫很大，中轴线走完都要很久，两边都有不少偏殿，还可以爬上午门看看全景。天安门，毛主席纪念堂和国家博物馆都是不得不去的地方，吃饭只能到王府井和前门大栅栏，所以喜欢深度游的人最好带上干粮和水，因为这些地方真的太有必要一去了，国家博物馆和故宫博物馆里这些国宝一定要去看一下。,5
84,网上订票方便！在上午场或者下午场里面预定，建议选上午场，这样游玩时间充足，每日人流量限八万人，一定要提前订，旅游旺季，当天或者最近两天都可能没有票了,5
85,故宫真的很大，从午门进神武门出，一条路线走了一天，在36度高温下，我们躲进了珍宝馆，那里空调不给力，工作人员一直在赶游客走，又热又累的我们靠墙依着走，说是破坏文物，真心人不如狗！钟表馆空调很赞，还有椅子随便坐着休息。,3
86,故宫是整个北京之旅中的重头戏之一。早早就开始排队，背着相机，过了安检，随着人流进入故宫，从门口缓缓向前，终于到了帝王之地。建筑雄伟，庄严肃穆；人流涌动，似山似海。,5
87,在同程买的联票，包括珍宝馆和钟表馆。很喜欢里面的珍宝馆！值得慢慢喜细看。本人对钟表不是很感兴趣，走马观花看了一下，不过可以了解一下那时候的皇宫也知道洋为中用，而不是一味的拒绝地方文化，怕被西方文化“腐蚀”，这一点挺赞的，看到这些钟表，也是历史的见证！,5
88,人多，票买的带导游讲解，但是导游说9点故宫见，9点根本排对出不来，这个票不像颐和园，这班过了，再一班人再一起讲解，出了钱无讲解，不能只看宫殿，只好再花钱买讲解器。,3
89,钟表馆没来得及看，逛了大半天，基本都是在挤人，没素质的人太多，插队的很多，希望有些拍照的景点可以设置排队的隔离带,5
90,购票方便，不用换票，直接刷身份证进入，同程网服务很好，在我们前面有在哪儿网订票的游客，不知道什么原因无法进入，工作人员一直解释第三方的原因，我们同程订票，进入很顺畅，很庆幸一直用同程。,5
91,同程买票很方便，故宫里人很多，每天限量，要提前买票,5
92,故宫真是很大很宏伟很气派  佩服老祖宗的智慧及皇家生活情趣  几百年后看起来细节之处都是做的尽善尽美精美绝伦  同程买票很方便  就是plus会员每个月只能买两次优惠 每次限两张门票 这点很不人性化  一家四大一小只买了两张plus专享价格的票  另外两张是原价买的  还有就是去的时候没做足攻略  没赶上钟表展据说很值得一看的表演  可惜了。,5
93,去故宫，最好请个导游解说，每一砖一瓦都有故事，电子讲解没有导游说的生动，带孩子去的，最好请个解说员，让孩子了解历史，我们去的时候内殿都是走不进去的，就在宫道上穿梭，总之去北京，故宫是一定要去的,5
94,故宫很大，这次游览时间太短，只走了中轴线，夏天太热，下次换个季节好好参观。,5
95,网络提前预定，刷身份证进很方便！但是暑假出游，实在是人多，天又热！照片没法拍，全是人！还是错开暑假，十一，这种高峰期吧,5
96,可以直接刷身份证进去，很方便。故宫太大了，宝贝太多了，皇上的家真是不一般，很壮观，很雄伟。,5
97,取票很方便，景点也可以,5
98,网络购票非常方便，暑假里故宫的人挤都挤不动，我们提前买了票，直接刷身份证进场！省时省力！,5
99,第二次来故宫，真的很壮观宏伟，老祖宗的智慧让人惊叹，真正要好好欣赏故宫，几天几夜都看不完。因为行程比较赶，下午三点多才进去，匆匆参观了2个小时，只走了中轴线和最近比较火的延禧宫，延禧宫正在装修，御花园比想象中的要小很多，大多数内庭都比较简单，相比真的还不如和珅的府邸😀️😀️。本来打算从神武门出来直接去景山公园看故宫全景，可惜又因为临时有事没去得成，其实也可从午门出就可以到天安门广场看降旗仪式了。建议朋友们真的要做好攻略。这次去又增加了很多的坐凳，很方便。故宫是一个很适合拍照的地方，建议穿纯色衣服，（红色除外）早上或者很少的时候拍，特别好看。晚上我们去看了广德楼的德云社，离故宫比较近那可以在前门逛逛，吃小吃，相声全程踩雷，笑点不断。名不虚传，九字辈，鹤字辈的都很不错了。,5
100,很美 故宫推荐！！！！人很多 希望还有机会再去！,5
