id,comments,star_level
16,取票有专窗，就是暑假里人太多了。西线索道的景色很壮观，有18分钟。去的时候山上雾气很大，有点失望。由于体力有限，我们选择西上西下，西峰，南峰、东峰和中峰都玩了。,5
17,值得一观的景点，遗憾的是最险的长空栈道和玻璃桥及西峰索道未开放，山上的水是山下的十倍。,5
18,天气不好，下雨，封锁下山路，没有办法体验徒步，只能西峰索道上北峰索道下，一片白茫茫，只有几秒能拨开云雾见青天，其他时间啥都看不见。,5
19,西峰一定要坐，时间长，风景美，坐大巴车从游客中心到索道站很快，排队坐索道也很快，坐在吊厢里看外面的景色，很刺激状观。,5
20,华山风景是不错，就是太贵了，所有费用加起来要400以上，摆渡车，索道，还搞得那么复杂，还好先了解了一下，不然的都晕了。,3
21,门票160，因为是会员，所以省了点钱。但是游客中心和华山索道入口还是需要再花40去40回的。,5
22,说下游玩华山经历。5月2日网上订得三张票，预计五一期间人多票难买，所以收到订票成功短信后，才找着定酒店。3日临晨赶到华阴入住后。忽然发现来条短信说没票了，让我手机办理退钱手续。于是在十分沮丧的心情下，将两天的房退掉一天，酒店不给全额退，损失点小钱，因为华山如果玩不成，华阴也没必要呆了。3日早上想着在游客中心确认一下，然后离开，早饭都没吃。游客中心外面人山人海，两个多小时后才进得大厅。在取票窗口一问，三张票有啊！害得我们一家没吃点，也没买些水就要搭车坐索道，因为要是出来吃饭买东西，还要重新排队，只能半路买些高价吃的喝的。到晚上总算完成华山游览，感觉没玩好，人困马乏，计划好的都乱了。原因就一个，临晨那条破短信闹的。同程网的客服们，你们如何解释那条短信呢？？,3
23,奇险天下的华山终于走完全程，网络订票就是好，不用排队，不用等候直接上车去缆车点。西峰，南峰，东峰，中峰，北峰一个不能少。这次华山之行足矣！,5
24,景区人很多，建议大家淡季来，早晨九点排队换票，下午两点才到西峰索道登山。,5
25,华山很漂亮，奇险，从西峰坐索道，玩一圈，西峰南峰东峰中峰，最后北峰下山，一天真过瘾。,5
26,很满意的一次行程，安排很合理。我们选择的是北上西下，因为下山时容易伤到膝盖，所以陡峭的北峰到南峰，我们选择了北峰上行。西峰索道是新建的，感觉很不错，很长，得翻过山头。回来感觉腿一点儿不疼，晚上还去逛了西安的大唐芙蓉园。,5
27,取票很方便，就是暑期人太多，排队上索道等了好久。景色很美美,5
28,花钱去受罪，步行上山，北索下山花了280.长空栈道什么鬼，一点意思都没有，来回就三分钟而已,3
29,真漂亮，感谢导游，北上西下，巧妙避免排队高峰期，点赞♥,5
30,很好的自由行，通票两天有效，含四个点了，有免费区间车，有时间慢慢玩，也很值了。还有免费车到高铁站，真心服务到位，赞！,5
31,原来准备西上北下，结果西上的人多到缆车票停止售票，看着西上等摆渡车长长的队伍，估计两个小时也上不去，临时决定北上西下。北上的人少到不用排队，直接坐车上山。到达缆车入口也不用排队，坐缆车上山时因为大雾伸手不见五指，华山的风景几乎没看到。缆车到达后开始往中峰爬，更多人选择西上北下是因为不用爬太多台阶，而我们则一路向上攀爬，先后登上北峰、中峰、西峰峰顶，东峰和南峰因为体力消耗太大决定不再爬了。华山的风景以险著称，实在不虚此行。,5
32,很不错，用完优惠券能优惠10元，比其他平台优惠。步行爬山的，网络订票的排队可以不要在游客中心换要排队好久，直接去玉泉院里面刷身份证就能开始爬山了。想到山顶准备好爬5小时左右才能到第一个峰北峰。全程盘完五个峰大概花了我10小时。慢慢游玩。日出日落都很美,5
33,乘索道西峰上西峰下，最省力的行程，60岁以上凭身份证8折优惠，好。西岳华山确实漂亮雄伟，像西北汉子一样。乘索道上山惊讶多多，索道与山峰一样险峻，佩服施工人员。当天去很是凉爽，自上山雾气便愈来愈大，到最后只见人而不见景儿了，西峰、南峰转了转，对面山什么也看不到，再转也没啥意思了，就扫兴下山了。,5
34,选了北上南下的路线，证明无比明智。上山虽然累，但有爬山的乐趣，并且没有一路下山的胆战心惊，尤其是北峰的魔鬼山路。出行当日下雨，雾气很大，但依然感受到华山的险峻巍峨和美轮美奂。带着孩子一路比我还精神，不过后来实在太累，直接西峰索道下了。其他几个峰下次天气好再来,5
35,值得一玩，但很累！如果想登山的可以选择北上西下，这样可以玩很多惊险景点！,5
36,上山徒步同程很方便刷身份证即可160元华山门票赠送的西岳庙门票不受24h限制。【建议爬山方案】[缺少煅炼人]  西峰索道上→南峰顶→南天门（长空栈道）→鹞子翻身→东峰顶→中峰顶→金锁关→日月岩→纪念亭→北峰→纪念亭→北峰索道下[平常煅炼人] 北峰索道上 →纪念亭→北峰→纪念亭→苍龙岭→金锁关→中峰顶→东峰顶→鹞子翻身→南天门（长空栈道）→南峰顶→西峰峰顶→西峰索道下[平常徒步人] 玉泉宫广场→10min华山门→1h战胜华山→毛女洞→2h龙腾石→3h纪念亭→北峰→（休整补给）→4h == 纪念亭→苍龙岭5h→金锁关→中峰顶6h→东峰顶→鹞子翻身（不含）→7h南天门（长空栈道不含）→南峰顶→8h奇险天下第一山→西峰峰顶→9h金锁关→日月岩→10h纪念亭→北峰索道下（亲自及多队周六验证）[徒步达人] 玉泉宫广场→1h战胜华山→2h龙腾石→3h纪念亭→北峰→（休整补给）→4h == 纪念亭→苍龙岭5h→金锁关→中峰顶6h→东峰顶→鹞子翻身（不含）→7h南天门（长空栈道不含）→南峰顶→8h奇险天下第一山→西峰峰顶→9h金锁关→日月岩→10h纪念亭休整→13h玉泉宫广场,5
37,购买的是门票加西峰单程加摆渡车。游客中心停车，向上走售票中心，网络拿票在最里面，可以直接坐车到西峰或北峰。西峰索道风景太漂亮了，而且索道很刺激4000米长，落差800多米。我们沿着西峰路线走过去。长空栈道等待时间大概2-3小时没有玩，下山最好还是坐北峰索道第一累，第二时间太久，我们走下来花了大概4个小时。总体来讲旅行不错。记得多带水哦！,5
38,西峰上北峰下的套票很不错，景区售票厅里直接换票。大巴，索道的票都直接取了。带着孩子（不到五周岁），孩子一路自己走下来的。比大人都强！一路风景很美，道路很险。,5
39,门票说包合四个景点摆度大巴，其实什么都没有！去西峰大巴40元，索道120元，门票160元。东线索道便宜些，但都是上山，西线是下山多，徒步下山的走西线好些。山上的厕所非常臭！与景点门票不相符！风景确实不错，但游一次也就够了！售票员态度不好！所以不得好评！！！,3
40,坐高铁在华山北站下车，有免费的公交游1，黑车较多会过来和你搭讪，说公交不去改路线怎么的，别理，都是**，直接坐免费公交，终点站华山游客中心停，很方便的，我是西上北下，买的单程索道，爬华山要的是胆大够险，耗体力累，我们从三点半进华山大门，到北峰7.30，走走停停，十一点多到东峰观景台，速度体力还行吧，经常爬山着，不过体力弱些的，建议北峰―中锋―东峰―西峰，坐西下索道下山，爬上去，一步路都不想走的人一大堆，寸步挪到着，体力不行的直接索道上索道下，晚上山顶冷的很，海波升高，温度也想对应的，我带的秋羽绒服，爬山可以，山顶冻，东峰观景台租个帐篷300，太贵，要么自己带或者离东峰近些的地方租，150左右，爬山中途没到北峰前矿泉水10元三瓶，山顶贵，景色不错，有机会再去，爬南峰,5
41,网络取票方便.   因假期调整快速决定成行直赴雄奇险峻且有地质年代的华山～ 登山华山论剑之北峰已无憾 唯有点遗憾山上河道少水！,5
42,春节带着老人和孩子上华山，冬天爬山感觉很好，苍茫雄壮，幸好选择了索道上下，选择了北上西下，果然人少。自己再爬会选择西上索道北下徒步,5
43,这个我的重点说说，很久以来很期待华山之旅，出发前参考了很多攻略，整体来说有帮助但不够具体，如果你想体验爬山的乐趣而且你的体力很好的情况下，我建议可以西上(索道)北下步行，也可全程步行，但无法体验全国最豪华的索道及高空风景，如果全程从西上北下坐索道就有点浪费，不能欣赏自古华山一条路的风景，总之，登山是一项团体活动，一个人去没意思！,5
44,风景区很漂亮，值得再次来游玩。,5
45,风景挺美，就是跑的累,5
46,不错，景点引导明显。,5
47,西上北下，南峰走过之后到北峰索道真的是一条需要望梅止渴之路，索道时间比西峰的短了点没坐够，下午坐不排队挺好。,5
48,景色好，不过辛苦，，，最好带多点水,5
49,山的确很险，漂亮，缆车推荐西峰索道，最贵也是最刺激的,5
50,取票方便，速度快，服务很好,5
51,在网上提前定了票，很方便，一次性取了票。不错因为天气原因，最近要十点才能开始坐摆渡车上山。西峰索道上山，一路沿着路，可以游览完华山五峰，看不一样的景点。,5
52,非常值得一游，很美，西峰索道很壮观，鹞子翻身不敢玩，栈道没来得及去，在山下很热，上山就觉得特别凉爽，以后有机会在上华山。,5
53,西岳华山 值得一爬全程想一天搞掂 建议北上西下山上温度还是比较低的 要保暖在山下买好一副2块的手套上山,5
54,一路下来，风景甚美，我恐高亦能欣赏！最好有学生票和半价票,5
55,非常值得一去。就是网上购买还要排队换票，并没有比当场买票快多少,5
56,套票有些贵，不过挺值的 ，就算车加索，都得玩5个小时，当中东峰没去，其他都去了，栏杆没有，有地方有链条，好吓人，旁边就是悬崖，不虚此行！,5
57,真的不错，同程买的票，到网络购票窗口可以一次把五张票全部拿走，非常方便，比当地黄牛还便宜一点，最主要是安全放心,5
58,在门口取票很方便，我们选择了北上西下的路线，事实证明我们的选择是对的，端午期间游客很多，他们都是选择西上北下，这样就会在上山和下山索道排很长时间的队，并且在行进途中也会有很多人。比较遗憾的是，长空栈道游客队伍很长，他们排了4小时队伍还没有进去，每次只能进入30个人，每次一个半小时。不过整个旅途很愉快，早上高铁7点到华山北下午3点半高铁回西安，时间很充足。,5
59,华山值得一游，景区设备完备，环境卫生好，索道方便。就是下山的车票小贵。,5
60,一上午一直下小雨，西峰索道上山的时候什么都看不见，直到中午雨停了，云慢慢散开，华山真面目才渐渐看清，真的是太美了！下山的时候是从北峰下的，一开始以为下山路不会太长，谁知走了大概1个多小时才走到北峰索道，腿都走得软了，建议不是经常运动的朋友还是西上西下比较好，不仅能欣赏到美景，人还没那么累。下次有时间还要再上一次华山，非常想看看这次因下雨没看到的西峰索道一路的美景。,5
61,风景确实好，不虚此行,5
62,很不错，年轻人特别多，来自全国各地，此刻大家只有一个目标到达山顶！这个过程中大家不管认不认识都很热情！做好攻略，夜爬非常不错！,5
63,不错，很方便！直接到售票窗口一次性取出所有票。,5
64,一直很想爬的山，奇险第一山名不虚传，这个月份虽然是旺季月份，天气还是比较冷，山上背阳面有很多积雪，偶尔台阶还会有结冰，人也不是很多，很畅快的一次旅行，长空栈道未开放，五峰都上了，这个地图有点看不懂，太草率了,5
65,同程取票快，建议西上北下，比较省力，带着父母和孩子，玩的开心,5
66,西峰的索道值的坐很过瘾，恐高的人真的就算了，大巴时间长，索道时间长都要排队，因为大部分人都是西上北下，华游客中心的取票非常方便，进入右手边最里面，服务态度也非常好。,5
67,华山值得一去。非常壮观,5
68,门票自己到景区的网络票取票地方取就好了，只需要报一下电话号码，所有的票都出来了包含：华山西峰索道一张 北峰索道一张  景区到西峰入口处巴士  景区到北峰入口处巴士可以自由选择西上北下或者北上西下，票都是一样的西边缆车全长18分钟 北峰缆车8分钟，6人一车我们初三去的，人实在太多了，轮到我们换票时西峰缆车已经处于饱和状态，果断选择了北峰上西峰下北上西下，就是一直处于爬山的状态，一路爬楼梯上去，都很陡，最窄的地方只能一人通过，后来想想幸亏是爬上去的，若是走下来岂不是更害怕西上北下的话就是一路走下来，就等于一直下楼梯要去华山的朋友可以自己选择，全部华山都玩遍4～5小时（体力好的）体力不好也有近路可以抄，看华山上地图！,5
69,取票非常方便！华山险！难爬！但很顺利的旅游！,5
70,很好很快很方便，现在现场也可以买电子票了，以后可以不预订了,5
71,非常好的一个景点，常说华山险，领略了她的神韵。我们从西峰上，北峰下，很明智的选择！,5
72,换票方便，整个行程时间紧凑，线路合理；不凑巧的是3月1日开始旺季票价，价格增加不少，值得下次旅游注意！,5
73,夜爬华山遇到几个志同道合之人，一路边爬边聊很开心。虽然和他们爬上走下总共用了十多个小时累的很，但还是很高兴到华山玩,5
74,风景是真的不错...就是真的累累累！腿都不知道是谁的,5
75,不虚此行，值得一游下次还来,5
76,过节去的，西边的索道真的值得坐！很震撼！景区很大很险，走了很长时间到了北线索道下山，那个排队的人真是多！不过景区给我整个感觉还不错！,5
77,山是好山，旅游体验就不怎么样了，各种收费设置，就差明抢了,3
78,这么落后的，网络订票到了取不出来，售票窗口工作人员说他们从来不网络订票，不知道你们这个软件从哪里冒出来的华山门票！太落后了,0
79,好好好好好好好好好好好好好,5
80,好好好好好好好好好好好好好好,5
81,购票时为什么不能预定中学生的半价票；景区在节日期间安保人员数量严重不足，引导员，和维护秩序的人员基本无。景点倒是好景点，就是人太多了。,3
82,通过同程购买了套票，省去在景点单独购票排队和等待的时间，感觉非常方便。,5
83,6月底游客不算太多，但也排了10多分钟，坐索道个山大概7分钟,5
84,网上购票有优惠，直接到游客大厅把电话号码告知换票，方便。然后做巴士🚌，上索道到山顶，从西峰到南峰，然后到东峰，再到北峰，大概用了十个多小时，才算逛完。,5
85,自己坐高铁去的，网上提前订的票，节省了二个多小时,5
86,很好的一次体验，套票很好，西上北下是对的，北边的路太陡，西索很奇异的旅程，够惊够险。,5
87,有难度，早上7点从检票口进山，9.40登上北峰，径金锁关依次游东峰，南峰，西峰，1.40乘西峰索道下山,5
88,购票很方便，景色特别漂亮,5
89,华山管理真差，几十年一心只想赚钱，不知道提高软服务，真的不值得一玩。,0
90,人太多了。特别是西峰缆车。建议缆车从北峰上西峰下。体力要好。不然真不行。风景好。就是太险。,3
91,非常方便，华山景区也很赞,5
92,管理十分不科学，缺乏接待大量客户能力。望多向长隆、故宫等景点管理学习。,0
93,华山天下险，风景确实不错👌,5
94,同程买的联票，取票很方便，早点去不要排队，人很多，没去时觉得400多很贵，游览下来，特别是坐缆车感受到的华山奇险，觉得很值得，不虚此行。,5
95,不开心，下雨大雾买这么贵的西峰票什么也没有看到，景点也没不清，哎一千多元就这么索道上索道下真是没意思,0
96,西上北下适合中老年人。不建议周六日和节假日去。景区管理很好。,5
97,索道票是提前买，但是游客太多，从北峰下索道要排队4.5小时，最后不得以退票，徒步走下山。,3
98,还好，挺方便的，价格依然那么贵。山上野猫挺多，都不怕人的，也吃馋了😂,5
99,不再去华山了，第一，雾大什么都没看到，第二，下雪还摔了一跤，第三，在北峰等索道就在雪天里排了四五个小时的队，下山后天都黑了，感觉景区管理不行，没有相应的应急预案，下那么大的雪还让那么多人上去，最后大家都是等索道，说实话没看到什么景色，没意思。,3
100,过瘾，爬山就是上瘾，受不了，控制不住，就是想爬，越爬越过瘾,5
