id,comments,star_level
20,哎真是都忘记评价了，上周就去了，刚好赶上下雨天空气特别好！下雨的山谷有种别样的风情，山顶雾茫茫的感觉好像置身于仙谷当中，不知何时就会遇上哪路神仙似的，哈哈～～没想到我大运城还有如此美妙的地方，山脚下是小吃街琳琅满目的美食看的直流口水，建筑也是古色古香的别有一番风味！总之真的很值！下次还来！,5
21,我们今天冒雨前行，瀑布好大，一路都是水，是个不错的景点，值得去玩，如果有索道就更好了。,5
22,此次大峡谷旅游，不错的选择，山好，水好，水峪口的小吃更好。美中不足的是:感觉免费照相，有点上当的感觉。给个好评。,5
23,还不错，古镇小吃很棒。古镇很好。爬山类，景色也不错，夏天去应该更美，凉快。玻璃栈道正在修建，到时候去体验,5
24,今天去的时候正好天气不冷不热的，小雨过后的清新，很不错的，玻璃栈道跟刺激，刚开始上去的时候腿还有点儿抖，走着走着就好了，我家宝宝两岁一点儿都不害怕！后面的风景只能说还不错吧！,5
25,11年正在修的时候来过一次，现在来多了古镇，景色还是那么棒，的确值得一游。,5
26,还不错，登山还是登山，山下有小吃。。大门进去，前面一段是免费的。就是登山有小瀑布。。其他没有什么好玩的，太累了，没有到顶。。,5
27,景区内一瓶矿泉水5元，要逛的旅客带足水吧，风景真心不错，大自然的鬼斧神工~  值得一逛。,5
28,还可以啦，就是人真心多，受不了看，景点和闻喜这边的差不多，就是玻璃桥太贵了，真的太贵的，四个大人要了两百多，一百多米，贵，贵，贵！！！,5
29,前一天中午到，住大峡谷附近，下午在水峪口古村品尽美食。第二天八点五十进山，一路游玩近四个小时爬到山顶，玻璃栈道六十每人，下山坐滑道五十每人，孩子玩的很高兴。大峡谷门票网上订比景区便宜，其它票在各个玩点买。同程网订取票很方便,5
30,五一期间 到达很顺利 人比较多 没有爬到终点 风景还可以 换票比较乱 好多人都加队,5
31,到景区门口换票很顺利，售票人员很热情，春节期间只收大门票，进山不再收，挺好。,5
32,环境很好，风景很好，就是交通不便，，小吃街，有些商家东西质量很不怎么地，，，，，,5
33,"还行，窗口价68,玻璃栈道另外收费一人60,走到山顶做滑道下来一人50,反正总体还行吧",5
34,前一天中午到，住大峡谷附近，下午在水峪口古村品尽美食。第二天八点五十进山，一路游玩近四个小时爬到山顶，玻璃栈道六十每人，下山坐滑道五十每人，孩子玩的很高兴。大峡谷门票网上订比景区便宜，其它票在各个玩点买。同程取订票很方便,5
35,总体还差不多，就是越往后人为迹象越多，影响整体感官，给好评吧！希望玻璃栈道早日完工！,5
36,五一节去的，景区设施期待完善，小吃挺多，景色也不错！,5
37,真心建议大家不要去这个地方，所谓的4a景区去过的不少，唯独觉得这个地方差到极点。首先一进入景区，映入眼帘却是很浓厚的商业氛围，一下子没了心情，其次景区本来也没什么特色，居然还给你分成若干个景点，然后再收门票，接着到处施工，毫无规范，破坏了山体山貌的原生态，仅有的一点水系却是人工筑坝，下山时坐的滑道，那叫个恶心，从来没坐过比牛还慢的滑道，糟糕透了，唯有的玻璃栈道，居然另外收门票，居然还比大门票贵许多，真还不如门票卖贵些一次性到位，太影响心情，更操蛋的是下了滑道，居然还要买坐车的票，处处收费，处处给驴友挖陷阱，还不如一次性收费到位，景区服务很差，只知道收钱没服务，4a级不知道是怎么给评的？真还不如五老峰了，总之去这个地方，真心不值！,0
38,总体还差不多，就是越往后人为迹象越多，影响整体感官，给好评吧！希望玻璃栈道早日完工！,5
39,今天跟孩子门跑了一天，还是通过网上买票不需要等，门票到哪里才买的等了一个多小时，怎么不能买进门票呢？,5
40,山下的古镇不是很大 小吃还不少 游人很多  天气不错 温度最高的一天 最终没有登顶 希望下次有机会能到山顶看看,5
41,景色很美，就是没有道德的人太多了，随处乱扔**,5
42,开发的很好，有山有水有栈道，而且山也不陡，很容易上去，山下小吃一条街，价格便宜味道特别好，值得旅游的地方,5
43,除了上楼梯没有别的可以去的了，第二服务站一个老冰棍5块，一瓶矿泉水6块！按理说景区不能抽烟的，居然服务站卖烟10块的云烟卖20块！让我明白原来景区是可以抽烟的！大开眼界！玻璃栈道一个人60块另收费的，长度168米！体验一下玻璃栈道吧，让我一点玻璃栈道的感觉都没有！失望！,0
44,很好。。。。。。。。。。。。。。。,5
45,风景秀丽，泉水叮咚清澈，瀑布壮观，小吃街丰富多彩样样有，好吃啊😊同程旅游票价便宜。,5
46,人文民俗、风景山水、美食美景！值得一去！,5
47,景点不错！去的时候天气也不是很热，推荐大家在山下买多点水，山上卖水的很少！,5
48,订票可用红包，取票很方便，售票员态度不错，景区还算可以，瀑布还不错，就是水不太干净，去的那天太热，夏天去很受罪，建议阴天或气温凉爽时去。停车免费，赞！,5
49,取票挺方便的，感觉就只有三个好看点的景点，其它时间都在爬山！不乱吃不乱玩算路费人均消费300多！,3
50,不错的地方，非常适合家庭出游，有景，有玩，有吃,5
51,风景不错，很喜欢这里的神潭瀑布，大家都玩的很开心，我们—行十—个人，在同程网上订的票，实惠方便！,5
52,总体还差不多，就是越往后人为迹象越多，影响整体感官，给好评吧！希望玻璃栈道早日完工！,5
53,前一天中午到，住大峡谷附近，下午在水峪口古村品尽美食。第二天八点五十进山，一路游玩近四个小时爬到山顶，玻璃栈道六十每人，下山坐滑道五十每人，孩子玩的很高兴。大峡谷门票网上订比景区便宜，其它票在各个玩点买。,5
54,总体还差不多，就是越往后人为迹象越多，影响整体感官，给好评吧！希望玻璃栈道早日完工！,5
55,风景秀丽，环境优美，交通便利，服务周到，飞流瀑布，狭长峡谷，非常凉爽，避暑佳地！,5
56,风景秀丽，环境优美，交通便利，服务周到，飞流瀑布，狭长峡谷，非常凉爽，避暑佳地！,5
57,我们是坐高铁过去的，没想到的是高铁站没有直达景区的门票，最后我们还是坐公交车到中心站完了又打的上去的。景区太美啦听说晚上夜景也挺漂亮的，景区里有很多小吃不过现在有些还在修建中，我相信景区一定会建得更加美丽。,5
58,景色挺美的，就是环境卫生差，这跟游客的素质也有关系，希望大家都能爱护环境。,5
59,风景秀丽，环境优美，交通便利，服务周到，飞流瀑布，狭长峡谷，非常凉爽，避暑佳地！,5
60,4月30号去的，人太多了，，风景不错，网购取票时间太长了。,5
61,景区挺不错，我们玩得很开心。大型马术实景剧感觉不错，跟拍电影一样。,5
62,景区差到无话可说，停车场无车位，没人管，景区服务严重滞后，商业化太严重，处处都是坑，处处套你钱。上山口处有个小火车五十元说是拉你上山个，结果上了没二十米高告诉你到了，wqnmgb，真不明白怎么评上4a景区的?送的蜡像馆和台风体验都有强制额外消费。。。。。马术表演一直推迟演出，不停的吆喝人们花钱骑马，劝大家千万别去这景点了。**的一逼,0
63,比在大门口直接买便宜13元，很方便。,5
64,景区差到无话可说，停车场无车位，没人管，景区服务严重滞后，商业化太严重，处处都是坑，处处套你钱。真不明白怎么评上4a景区的?送的蜡像馆和台风体验都有强制额外消费。。。。。马术表演一直推迟演出，不停的吆喝人们花钱骑马，劝大家千万别去这景点了。**的一逼,0
65,该玩的都玩了，第二次来了，玻璃吊桥还是比较刺激的,5
66,处处是陷阱，景区成了菜市场，各类项目四处要价，三国节目还是很给力的，峡谷除了石头还是石头，路标虚标，峡谷服务区只是个标识，没有任何方便游客的！,0
67,可以的！山高，要大清早爬！,5
68,效果可以，风景也不错。,5
69,景区和游乐混在一起就不说有多乱了，大门门票倒不贵，但是里面一个个的小门票真是让人感觉不爽，还不如大门票一次性收费呢,0
70,什么都可以不去，马术表演不能不去！！！,5
71,呵呵呵，景区如何暂且不说，就一个字乱，管理和服务人员大部分应该都是临时工吧！就那样了，马马虎虎普普通通啦,3
72,还可以吧，普普通通的一个景区，如果看风景就算了吧，如果去体验里面管理和服务人员大部分都是临时工，不过水峪口古村还可以,3
73,天气炎热，在碰上景区的人服务态度不好，玩得人心情烦躁！,3
74,网上订票很方便，玻璃践道不咋样，二期的很刺激，值的去。马术实景剧化很好，就是去的晚了，看了个结尾,5
75,这几天订票太实惠了 正好赶上了四年庆 便宜还能玩好多好玩的,5
76,总体来说还挺好玩的，带着儿子早上八点就去了，那个时候还没什么人，爬山的一路上尽情的拍照了，环境很好，一路上都能听到流水声，山青水秀的，就是下山比较坑，爬了两个多小时好不容易爬到顶了，必须坐滑道才能下山，而且下山后离得入口处还特别远还的做公交才能回去，否则就得照着上山的路原路返回，不过特别要点赞一下永济的公交太给力了，直接做到景区门口，差不多10分钟就一趟，这可比苏州那些大城市强的太多了，人性化,5
77,出除了马术还有点看头之外别的都很一般，特别是蜡像馆还得买鞋套强制消费，台灯体验在后面感觉不到,5
78,我想说的是：在**网上买的门票为什么要等一个小时后才能用，有点强人所难了。既然和**网合作就应该替游客考虑考虑，拿到**网发的信息就应该能用，好好地学习学习海南五指山景区的，给售票员出示短信就ok了。,3
79,购票太慢，购票购了一个多小时，环境还行，就是玻璃榨道那套鞋套的地方，那个卫生真心差，环境真心，不好,3
80,还算可以吧！费用是进去的大门票。。。包含3个免费项目。。。比现场优惠2元。。。要提前1小时购买。。。,5
81,门票那么便宜的原因就是里面有消费的 第一次去的朋友好奇心难免重 基本上该消费的都体验了 玻璃栈道六十一人 还有火车五十一人 滑道和汽车票一起五十一人 滑索三十一人 总之很累,5
82,永济民风淳朴，很热情。大峡谷去了包你不后悔，景色很美，还有古朴的小吃美食街，爬完山可以休息，很不错！爬爬山还很锻炼。不过台阶有一段比较多和高，如果是老年人，我就不建议你登到最高处去了，一般人穿个运动鞋没问题。,5
83,4月30号去的，赶上了五一，不过景区的人也是可以接受的，风景很好，就是在母子湖照相说是免费的，可是领相片的时候，还有放大的，自己的照片不领挺可惜的，领了大的是10块钱一张。感觉有点儿被骗的感觉。其他地方都很满意，一进去就有好多小吃，味道也不错，值得一去。,5
84,山里景色还可以     值得一去      我推荐大家座览车上去    然后走下来  。,3
85,景点风景不错 景区内收费项目太多 玻璃栈道收费太贵 免费照相应该属于欺骗消费者 景区内比较脏 十分影响出游心情 景区应该实行一票通 这几十那几十 比五a还贵 古镇小吃街还不错,3
86,水峪口古村的地方小吃不错价格也合理山里空气也很不错正赶上八月十五晚上灯会展示也很美总之是不错的一次旅行！,5
87,景区不大，接待人数有限，五一假期人太多，看不出什么风景了，都是人，人少时去还是挺好的，最坑的是滑道，不限制人数滑，滑道里全是人，滑不了还要撑着别把下面人蹬到了，比上山都累，实在是坑爹。同程购票方便，短信取票快，还有红包抵扣，支持！,3
88,挺好的一次游玩，几处瀑布很好玩，溪水很清，孩子玩的很开心！,5
89,景区不大，接待人数有限，五一假期人太多，看不出什么风景了，都是人，人少时去还是挺好的，最坑的是滑道，不限制人数滑，滑道里全是人，滑不了还要撑着别把下面人蹬到了，比上山都累，实在是坑爹。同程购票方便，短信取票快，还有红包抵扣，支持！,3
90,风景秀丽，环境优美，交通便利，服务周到，飞流瀑布，狭长峡谷，非常凉爽，避暑佳地！,5
91,人很多，景区不好停车，水磨古镇小吃很好吃。现在景区还在开发，离永记市区很近，不错，有机会海会再来。很美的山,5
92,风景秀丽，环境优美，交通便利，服务周到，飞流瀑布，狭长峡谷，非常凉爽，避暑佳地！,5
93,建设不完善，停车场和耕地似的，玻璃栈道只有158米，；当地的舞狮表演真不错，游乐场小朋友们乐不疲倦，小吃街不错价格不贵有特色，孩子体验了高空滑索好玩刺激。简易不要座高铁。,3
94,风景秀丽，环境优美，交通便利，服务周到，飞流瀑布，狭长峡谷，非常凉爽，避暑佳地！,5
95,好好玩，取票也很方便。爬了三个多小时，上到山顶，普及一下，滑道票单人30元一人，滑道下有车接，车票20元一人，回程路上，有滑索票价30元一人，高空栈道60元一人，服务费5元一人~总得来说，还是玩的很美~,5
96,网上订票，取票方便！神奇的大峡谷……秋天景色一定更美！,5
97,很好玩，瀑布，小溪，水很清，孩子玩的很开心！,5
98,还不错，古镇小吃很棒。古镇很好。爬山类，景色也不错，夏天去应该更美，凉快。玻璃栈道正在修建，到时候去体验,5
99,说走就走的旅行 说上来看看有没有门票 没想到看到了玻璃栈道的票 果断买了 比实际便宜 还不用排长队去换票 儿子玩的老美了,5
100,景区内一瓶矿泉水5元，要逛的旅客带足水吧，风景真心不错，大自然的鬼斧神工~  值得一逛。,5
