id,comments,star_level
29,第二次游，第一次只在门口照了两张照片，先参观了民俗村，门口还在建，古老的村落，淳朴的民情，倒是别有一番风味。由于前两天就爬了山，所以爬山体力欠缺和大家一起坐了缆车，山真是好高是爬山爱好者的好去处。,5
30,农家乐很有特色，非常好，暑天渡假好地方，就是小交通不值，并且和门票强行捆绑，令人不太满意，司机大哥的服务态度非常好。,5
31,云山雾海，总体感觉还不错。但没有特别精致的景点。七八十的门票确实不值，我40去的。水也很少，就是个爬山而已。所以中评。,0
32,大门票70，小巴车20，山里跨越面积太大，选择缆车3号上行50元，能坐20分钟，很划算，爬至玉皇顶，是道家修行之处，拜会完毕，步行两个多小时走到祖母顶，坐2号缆车下行30元，很短暂，坐小巴回到停车场，山太大了，一天玩儿不完，还有几个景点没有游到，就是上下楼梯了，其实就是太原二龙山的扩大版，不是很好玩，很累，腿疼。,3
33,不错，同程订票66，一家人玩得挺开心，路程较远，坐的三号索道上山，步行下山，必须得选择小交通,5
34,不错，一大家人去的，风景不错，一定要选择小交通，要多带水，穿软底鞋，台阶真多，选择3号索道上山，步行下山,5
35,这里历史文化积淀博大精深，素有“北云丘、南武当”之盛誉。石头院落、石头巷道，石墙、石堡、石楼、石窑、水塘、石磨、石碾等独特景观。喜欢爬山的朋友一定要去，是值得推荐的好地方,5
36,还行，风景不多，就开始有点水。然后就全是台阶！全是台阶！全是台阶！！！爬到上面累**了，不过风景挺美的。过来的时候有点坑！人不多，喜欢那里的风车！,3
37,景区很好。云丘山山水秀丽，气象万千，文化深厚，源远流长，值得强力推荐的好去处。n,5
38,两天时间可以基本都玩遍，前提是有体力，腿脚好。自然风光，天然氧吧，较一般山峰有点陡，但比华山差远了。景区很正规，服务也好，价格适中，明码标价。景区内公交很便捷，景点的快捷酒店也不算贵。总之，值得一去。,5
39,我们一行8人开车近1个多小时就到了美丽的云丘山风景区，由于有小孩就坐缆车至上玉皇上，居高临下四周郁郁葱葱，山峰交错，有淡淡的云雾缭绕，视野很美，下缆车拾级而上，更有爬山的乐趣，空气清新深呼吸好爽！努力爬山近一个小时，终于来到了传说中的玉皇山顶，放眼望去，云山雾罩一派仙境，一览众山小，来时的山路蜿蜿蜒蜒依稀可见，一股子成就感油然而上，大家齐声呼喊：云  丘   山  我 来   啦   。。。。。。下山石阶而下，哈哈，风景更美！我们贪婪的呼吸着，神清气爽，休班之余来此一游，减压又健身又养身，真是一个好地方呢~~,5
40,空气好，人不多，价格也不贵，树木特多氧气充足，是值得一去的好地方。,5
41,1、同程又快捷又便宜，不用排长队！便宜又快捷！取票便捷，不用排队，看到旁边排队长处长的，暗喜，同程真的很给力。2、不错，学习到不少知识，同程旅游景区门口取票，很方便，价格优惠，赞一个，以后继续用的。3、总体不错，比我预想中好得多。景区服务设施基本完善，环境挺好的。里面特别干净。,5
42,云丘山风景优美，到了祖师顶实在是走不动了。最后是做缆车下去的。同程旅游价格特别给力。,5
43,景区不错～不过敢上下雨天就不‘好了～缆车上下车时都不停～危险系数太大～老人和孩子不易上下缆车～,5
44,愉快的一次旅行，风景不错，重要的是当地的人更好，值得去,5
45,上玉皇顶太累了，还好上去坐的揽车，下来的时候没坐下台阶下的腿都软了。总体感觉揽车价位太高．,3
46,不要坐缆车哦~否则会错过很多风景的，徒步上山下山，不要带太小的孩子，风景特别美，很值得观看，高出还有云雾缭绕。山下有个3d画室，很有观赏性，还有那家月饼和烤红薯超好吃。,3
47,风景优美，大自然气息浓厚。久居城市中，云丘山自然景观是不错的选择。但是，路途有点远，盘山公路几十公里，远离城市也值了。景区服务没得说，服务周到，当天同程订票，仅出示订票短信，工作人员就领我们去办理了买票，景区服务赞一个。进入景区要多了解景点，景点很多，但都不在一个地方，要爬山:就坐游览车到第一个景点开始游览，走到2号或3号游览索道后，坐索道或徒步上山（徒步前提要时间充足），我们是坐3号索道上山，距离最高峰玉皇顶有500米，然后徒步下山（用一个多小时），山峰秀丽，爽！然后，坐游览车到山峰另一边，具体叫什么景点忘了，这边山水居多，上午我们来的太晚了，时间关系没有多浏览，遗憾啊，以后还会来，下一次一定要早一点到。,5
48,山上风景不错，就是要上好多好多台阶，从来没有爬过这么多台阶，好累啊！,5
49,购票很方便。景色不错建议多购水。必竟在山脊上走😁,5
50,第二次来了，山下变化很大，基础设施加强不少，营业员，服务员，管理人员都很热情，赞,5
51,很赞的一次旅行，放松了一下心情。喜欢游山玩水的感觉。最重要的是陪同的人不一样，自然心情就会不一样。有机会还想再去，有想去的朋友赶紧，而且票价也很优惠哦😊，这里是一个很好的氧吧，超级赞，不去会后悔的。,5
52,同程买票取票都很方便，云丘山景色秀丽，建议先做3号索道登顶，再步行下山，要不会很累很累，体力好的友友请忽略👼,5
53,哈哈，从前山爬到土地庙，好累哦😊！不过空气确实不错，环境也优美。没有坐缆车，因为坐缆车就看不了风景了，总之累并快乐着,5
54,已经在成人票中做了很详细的评价，这里就不再多说了！带孩子的亲们需要做好心里准备，联系不要带太小的孩子！大人整个玩下来都比较累,5
55,景区在山西的南面，国庆可能天气还是有点热的缘故，红叶还没怎么红，建议旅友们在十月下旬用一天的时间登山游览会更宽松更惬意一些，想象中满山遍野的红叶会更迷人一些。,5
56,景美，人少。爬山好累啊!建议体力不好的人坐2#缆车上祖师顶，然后走下来去古村。食物很便宜，可以去古村吃，大门外和后山都有,5
57,景美，人少。爬山好累啊!建议体力不好的人坐2#缆车上祖师顶，然后走下来去古村。食物很便宜，可以去古村吃，大门外和后山都有,5
58,景区很干净，秩序井然，风景如画，有好等柿子树！表演也很精彩！从同程订的票，取票十分方便！,5
59,主要为了去看音乐节，云丘山以前就去过两次，风景优美，尤其秋天的红叶节，在缆车上向下看，那景色媲美香山！,5
60,云丘山景区在7月20号、21号、22号这几天对所有的游客都免门票。我们不知道，还以为是同程网上订的才免。我们21号去的，那家伙套用一句话简直是人山人海，哪里都是那么多人，买票排队还算秩序好些，乘景区车那就一个乱，排队如同虚设。进入景区好了一些，但整体环境差些，最闹心的是步行上了玉皇顶，下山时买了索道票了，都排了半个多小时了，最后被告知索道坏了，于是又退票，又是人挤人，根本谈不上公共道德，最后看吧，下了山的人们什么样姿势的都有，小腿不会打弯的，拄个拐杖，还让人扶着，还是走不成的……再一个闹心的就是我家侄女接电话时，顺带带出的120元钱就在身后被人捡走了。再说一下，在我们上山时，我们前面一个抱小孩儿的女人在弯腰走时兜里的手表掉了，还是我家侄女发现给了她的。感慨一下：社会公德缺失的太多了。要想旅游舒心些最好不要在景区免票日去。,0
61,景色不错，就是2条索道全坏的，没去山顶，有点小遗憾！,5
62,老公老家附近的景点，很值得浏览。山很高也很美，有缆车，这次是带了老人来的，时间有点紧。门票是两天有效的，山下也有快捷酒店，下次计划春秋季来，可以住一晚。山里空气清新，养生好去处。,5
63,景点很分散，体力消耗大，前山观看古村，吃一些小吃，后山主要是爬山，我想秋天的云丘山一定更美，满山都是柿子树,5
64,风景很好，值得一去，现在季节最适合爬山。,5
65,真心喜欢，就是来的太晚了有些遗憾，夜景很美，也是格外的收获，美丽的星空幸福至极。建议早来晚走，吃的很不错，都是特有的农家氛围，很棒，皮影戏下次一定坚持多看几场，孩子看了几眼就结束了遗憾，时间表不是太准确的六点就结束了,5
66,和朋友去云丘山游玩，景点的服务很好！从山下徒步到最顶峰，大约四个多小时，在朋友们的相互鼓励下终于坚持到底！山下水清凉，山上风景也不错，一路都是整齐台阶，很干净(⊙o⊙)哦！可以赤脚，呵呵！下山乘索道，最高峰看上去很壮观惊险，她们吓得不敢动。若是一天时间去逛，最好问清楚路线，会游玩得充分！再一个景点在建中，公交车不是太按时。用来说值得一去。,5
67,景美，人少。爬山好累啊!建议体力不好的人坐2#缆车上祖师顶，然后走下来去古村。食物很便宜，可以去古村吃，大门外和后山都有,5
68,看到云山雾海，空气很好，全程上山下山11.30——18:00下山，对膝盖是次大考验，前山后山，景观很普通，主要是一次登山锻炼,3
69,景点含交通票是100元，同程拿票说70必须单买20元交通票，算下来一张票只优惠了10元；售票处旁边的云丘养生食府饭菜味道不错价格也实惠；景区卫生很好，工作人员态度热情、礼貌；一天半时间所有景点基本都逛完了，只坐了一次单程索道，回来小腿很疼，走路困难。总结：神权瀑布很好，其它景点一般，空气清新，确实是个爬山锻炼的好地方，喜欢锻炼的亲们勇敢上吧,5
70,早上到云丘山，一不小心轮胎没气了，景区服务人员热心帮助，为回程做好准备。做景区车，司机帮助选择路线，我觉得挺正确。一路景点迷人，适逢大雾弥漫，像进入仙境，远望玉皇顶，若隐若现，是云是雾，让人心旷神怡。中午农家小饭，那是个香啊……,5
71,风景不错，空气不错，景色也不错，就是错过了好机会，前一天免费没来。,5
72,取票很方便，柿文化布局很好，雨中登山，雾气较大，两面的风景看不清楚，但山路之险，景区服务人员(特别是里面的几个保安小哥)的热情给我留下了深刻印象．索道很合理，美中不足的是山路的防护栏少一些．希望能改进!总得来说这是一次非常难忘的旅游经历．,5
73,云丘山一日游结束，带着老妈一起去的，徒步登山到玉皇顶，坐三号索道下山，整个行程很满意，喜欢登山的朋友值得去.不过同程说预定一单可抵5元红包，怎么付款时没这个优惠，很是迷惑，希望给答复！,5
74,还行吧，景区卫生不是很好。每个景点距离过远一天绝对是逛不完的。不过值得夸奖的是里面买的饮料不是很贵都是5块一瓶。,3
75,这次玩的很开心。活动票价太给力了，古村落气息浓厚。就是交通不方便。离高速口太远了。,5
76,因为带着孩子，不能爬到山的最高处看美的风景，但是孩子爸爸做到了，给我们分享了最好的景点。我和孩子在儿童游乐场玩了好长的时间，主要是孩子玩的很高兴。总之旅程很愉快！,5
77,大年初一去的，赶上有庙会，看到舞狮子、抬花轿、扭秧歌，并且给孩子还发了红包，孩子很喜欢，舞狮子的很卖力受到游者的欢迎，上山途中水不多了，在民居村长家提供热水并讲解云丘山文化，谢谢那位大叔。山又高又陡人不太多，初一登山收获不小。,5
78,购票取票都挺顺利的，坐车也顺，估计是时间安排的不太好吧，好多地方都没玩，不过，最后还是玩的挺开心的，值得一去，没逛完有点遗憾,5
79,这次来雪都没有化呢，雪景比平时给山上增添了几分美景，好美，门票35，外加车费20，比在窗口便宜了5块钱。玩的很开心，爬山很累人，下次来一定穿一双舒适的运动鞋会更好些,5
80,五一去的，取票很快捷，比景区便宜10块钱。景色也不错，坐3号索道上的山，再走半小时就可到达玉皇顶，索道费有点贵，70块。走着下山，人不多可以很好的欣赏风景，拍照片。,5
81,秋高气爽，我们一行人陪伴年逾古稀的爸爸妈妈去了风光箷旎的云丘山。                                            云丘山中和节始于唐代，绵延千年而不衰，是国家级非物质文化遗产。上古时期，阳春三月，山中野合、男欢女爱，演绎了云丘山原始婚俗。神塔(男根)、圣母崖、婆婆缝、媳妇缝(女阴)等形象山体，见证着古先民对生殖繁衍的崇拜，如意婚配、祈福求子，已成为中和文化的重要内容，云丘山是人们朝山拜顶的祈福圣地。　　云丘山古村落建筑群完整的保留了古先民的居住理念，唐代古县城保留了古城的原始风貌。古城全部用石块垒筑而成，石楼、石窑、石墙、石堡、石头将给你留下不灭的印象。　　霜叶红于二月花，秋高气爽，云丘红叶漫山遍野，层林尽染，云丘山红叶是华北地区面积最大，最具观赏价值的红叶观赏区，登高望远游云丘山，会给你带来意外的惊喜与快乐。,5
82,相当不错，山景很美。值得游玩。徒步走完全程。😊😊😊，早晨9点到，坐车到停车点，游玩开始，山路很陡，很多游客，空气相当好，中午1点到达顶峰，一线天，栈道。30分钟，到达后山停车场。心情不错。,5
83,取票很快。景色不太好，全是台阶，没有特色。注意啊，一定不要先去古村，先上山，然后下山去古村,5
84,非常好，网上订票70元，取票很方便，景区也不错，徒步20公里,5
85,不错，开发的挺好的，值得一去，早上11点开始爬山，爬完下来到下午四点半了，没有坐缆车，全程步行！ 不错，开发的挺好的，值得一去，早上11点开始爬山，爬完下来到下午四点半了，没有坐缆车，全程步行！就是枫叶还没有怎么红呢，唯一遗憾的！！～～～,5
86,环境挺好，空气也新鲜，值得去玩一次，呼吸呼吸新鲜空气！,5
87,全家出行的，虽然腿有点难受，看着孩子们开心了，比什么都强。景区景点好，令人真是心旷神怡啊！,5
88,真的挺不错的，风景贴近大自然，给人一种心情舒畅的感觉，景区内工作人员非常热情，给予我们很大的帮助，此一行，我非常愉快,5
89,不要坐缆车哦~否则会错过很多风景的，徒步上山下山，不要带太小的孩子，风景特别美，很值得观看，高出还有云雾缭绕。山下有个3d画室，很有观赏性，还有那家月饼和烤红薯超好吃。,5
90,景点面积很大，适合运动、散心，周末带孩子去活动活动，锻炼锻炼身体，增强孩子的自信心。这次带着5岁的小家伙一路直上，一直爬到祖师顶，有种一览众山小的感觉，小家伙也觉得自己很棒，一路上超过了很多人，哈哈！！希望景区不断完善配套设施，增加安全防护装置及配套服务！！很给力！！,5
91,需要加20景区大巴费用，适合私家车去，公交不到，旅游专线下午3点就没了，大门口在修路，尘土很大。风景不错，但是一天玩不来，有几个景点在不同山上。索道费用偏贵，上下分别收费。总之交通不方便是个大缺点。,5
92,非常不错的一次旅行，主要是爬山，带了4个小孩，10岁的，两位老人，一家十几口说说笑笑都没有感觉很累。景区饭菜不贵，热水一瓶2元，值得一去。,5
93,不错的旅行，心灵的旅行，带着儿子跑的太爽拉山里，云里，雾里云丘山值得你去,5
94,美，爬山爬的好累，最终到山顶了，后山的景色也挺好的，,5
95,爬的地方太多了，即使坐索道上下也需要爬很多啊，工作人员服务很好！,5
96,取票挺方便的，景区里面各种文艺活动也是丰富多彩。不错值得一看。,5
97,说实话，云丘山旅行总体来说是一次较满意的旅行。从硬件来说，自然景点什么的都是现在开发的，人工盖的几座小庙分布在不同的山头上，什么传说故事都有些牵强附会的意思；所谓的“云海神龟”、“女娲娘娘”都是从远处看，山头的形状有那么似有似无的一点像，如果不是它的简介先入为主，单纯你自己看，看不出和其它的山头有什么区别。但是厕所的设立很密集，**桶也随处都有，很方便。但从软件来说，工作人员服务态度真的很好，很设身处地为游客考虑。我们在下山的时候不想去玉莲洞参观了，想直接坐1号索道下山，找不到1号索道入口，给打景区服务电话，因为山上信号不好，电话自动挂断，工作人员还主动打来电话继续解决我们的疑问。在游玩祖师顶时外套落在石凳上，到1号索道入口才发现，索道工作人员立刻联系祖师顶工作人员，把衣服送来。因为游玩的时间超出预计，不知道有没有回程的车了，询问工作人员，工作人员的回答很诚恳，也没有像别的旅游地一样，因为想让游客在景区住宿继续消费而瞎说没有回程的车。因为实在太累了，我们决定住一晚，住在云圣快捷酒店，因为现在正好打折，住宿很便宜，大床房才128，还带早餐，服务很好。酒店餐饮部的饭菜也是好吃不贵，就是遇到一个**整体在这里住宿包饭，上菜有点慢，不过可以理解。旅行中还去了一个茶馆，店家宣称“喝茶随缘，茶钱自给，不付也行”。我们专门没有付喝茶钱和茶家道别，茶家笑脸相送。唯一让人有点愠怒的是，女友看到马车非要坐，我看到有点不正规就不同意，无奈她坚持。上车时和赶车的老大爷商量好每人20元，总共40元。下车时老大爷变卦说要50元，虽然我们据理力争，仍然给了40元，但还是影响了心情。不过旅游嘛，和心爱的人在一起，怎么都是开心。总体来说，我对这次云丘山之旅还是较满意。,5
98,一叶知秋，秋天的云丘山天高气爽令人心旷神怡，因为带着孩子没爬多高，索道方便小孩老人出行，身边的4a景区。有机会再去，同程换票挺方便，因为有红包还省了5元,5
99,我们从临汾高速出发，从稷山口下高速，过西社镇，沿路都有景区路标，就十几公里就到了，路很好走，没有盘山公路，。早上就九点走，十点半就到了景区，景区停车费10元，交通费20元，带了个四岁孩子，从前山一路上山，沿路有山有水，台阶相当考验人，孩子一路都是自己走的，非常赞，到了祖师顶两点了，考虑到大家的体力，就坐2号索道每人40元下车返回了。建议大家选后山线路登顶当然索道然后走下来比较节省体力。索道的上下是分别收费的，要想全玩了一天不行的，景区服务很好，各种工作人员都很热情，包括在哪的村民都很淳朴，感谢他们的付出。上山带上水就行，山上也有卖的，不算太贵，罐装健力宝5元。,5
100,总体还行，登上山顶后心旷神怡，如人间仙境！就是小交通有点贵！,5
