id,comments,star_levels
42,今天刚从那里回来，景区里工作人员服务态度太差，掏了80元的门票进去后全是收费项目，不掏钱就不能进，什么地方啊，以后再也不去了。还要和朋友说说不要去了，从门口进去正常玩一圈下来要250元，还是保守的，比太行山哪里差多了，人家160就是全程好几个景点，两天都玩不完，总得来说这是我去过最垃圾的景点，对了还有学生证，现在好多学校都是胸牌了，居然不能用，5A的景点都可以为什么在这里就不能用。垃圾景点啊！,1
43,值得一去。值得一去。值得一去。,3
44,喜欢游览祖国的名山！！！！！！,3
45,新修的镂空玻璃桥，和高空栈道特别具有挑战性,5
46,上当受骗，不值此价，买票的服务超差，门票68，进去后全是收费项目，一人要200元才能体验完，进入景区，有个丛林车，一分钟路程，我的妈呀，黑心，景区有修建，问了好多旅游人，发言少只是给个大拇指向下的姿势，主要是景区管理差，售票员和验票员都NX，服务行业没素质。我不会再让我的朋友去了。总之景色不多说，只要进入就是上当。太不值了。,1
47,天然和人工的完美结合，神清气爽,5
48,在山西属于垃圾景点，景点上山三条路，一条是走玻璃棧道，一条是云梯，都是要收费的，中间一条不收费的不让上，说在维修，山下小吃街还是很有看头。,3
49,是一个一切以赚钱为目的、各处小家子气的景点，我也给差评，希望给后来人一些借鉴，不会去了后再跟我一样后悔。,2
50,报团过来的。五一期间人特别多呀。早上排队买票等了半小时。这个是新开发的景区，各种设施都还不完备。山上的玻璃栈道比较窄，短短的一条。玻璃栈道是一条上山的路，不去玻璃栈道上山的话就跟下山是一条路，太窄了，下山都快堵死了，十分钟的路，堵了40分钟，下不来，下面人很多的那个图片就是啦。建议景区把路扩宽。还有啊，上山挺晒的，因为没有树木，只有草，还不多。景区厕所少，而且脏乱。好多垃圾。最后说一下团体票35.玻璃栈道学生票45。值得一提的是，这个村的村民很热情，在出口的马路上有村民志愿者给游客提供一次性杯子跟桶装水，还有休息的椅子。水峪村小吃街离景区特别近，小吃种类很多，莜面kaolao不错。,3
51,进山的路有两条，其一沿着河流逆流而上，其二是走玻璃天桥，门票60元。因为昨天刚爬完五老峰，腿发酸，不宜再爬高，所以我们选择沿河而上。,5
52,早07：30指定地点集合，前往山西永济市（约2.5H），途中能看到黄河大桥，抵达中条山神潭大峡谷景区。我们是先去的水峪口古村吃了一边好吃的，中午那会看了看民俗博物馆、体验了下生态采摘、农耕体验。还不错，挺好玩的。,5
53,神谭大峡谷，从来不知道在山西也可以有这么美的地方，充斥着大自然的鬼斧神工和浓重的人文气息。在我看来，和张家界完全不相上下。由于是冬天去的，好多风景不曾欣赏，好多项目也不能游玩。但仍然觉得不虚此行。景区神谭大峡谷位于山西永济市东南方向中条山北麓的一个山谷，如果是山西，河北，河南，内蒙古的朋友话，完全可以驱车来玩。车、住、行、娱，样样齐全，虽然夏天去会欣赏到更多的美丽风景，但冬天去也是别有一番冷峻风味。对孩子来说，最诱人的应该是景区水峪口古村内的美食与表演了，传统的表演与极具地方特色的文艺节目深深吸引了我的小姑娘。夏天的话，我还会再来水峪口古村，好好在体验一下夏天的风景。,5
54,神潭大峡谷是近年开发的景点。吃住方便。景色不错。,4
55,大爱神潭大峡谷的小吃一条街，种类丰富，让人欲罢不能！,4
56,这么好的景点期待早日到此一游。,3
57,本就没有报大多希望，而实际的感受也是稍显失望，景不算美不说，过度的商业开发让人徒增消费，而且感受很差，峡谷地势本就潮闷，加之植被不丰干热难耐。总之，各位后来者请谨慎考虑将这里作为游览目的地。,4
58,还不错，适合全家人一去出行。太阳快要落山时的夜色更美。,3
59,景点很好，那里的人也非常的热情，花样挺多，吃喝玩乐样样俱全。给五星好评是当然的。,5
60,景色不错，空气也很清新，和家人去了一天感觉心情特别舒畅。,5
61,有专门的手工艺人，可以看的酿醋制造过程，嗅到滴滴醇香，感受酿造的工艺。也可以带一些给家人朋友。捏面人的技术也都是祖传的，有的还拿到了国家认证证书，形象各异，五彩缤纷。,5
62,汇集了传统美食小吃的精粹，展现了晋陕交界的地方风味，有着山西的独特美食，更加有着自己的特色。可以零距离欣赏纯手工的制作工艺，肉眼看上去就会增强你的食欲，味道地道，对于爱吃的人来说完全值得一去。,5
63,古朴而亲切的古典符号在这里随处可见，有出售玻璃质瓶酸奶的小铺子等。无论对想要停步小憩的旅人还是渴望慵懒打发整个下午的过客来说，这样轻松闲适的氛围无疑都再合适不过了。,5
64,水峪口古村的美食街是一大亮点，舜乡炒琪店、千层菜盒店、抿豆面店、稷山饼子店...... 小吃山货铺等应有尽有。绝对是舌尖上的诱惑，一条街逛下来，美食会让你眼花缭乱。,5
65,水峪口古村距今已有千年历史，是河东著名的古盐道之一。环境优美，景色秀丽。身临其境，使自己在大自然的怀抱中悠然的度过自己的假期！古村呈现淳朴之美，宛如这条街道的整体感觉：静谧、内敛。,5
66,喜欢爬山的人可以去试一试，游神潭大峡谷一圈，来回约四个多小时。山不高，一路上都能看到泉水，人就在谷底爬山。台阶和石路交替反复，登山感觉累了，就会出现一段缓慢得石坡，稍微放松一下，总体感觉不错。,5
67,单说可以欣赏的神潭自然景观，景区内绿树参天，奇株倚石，碧草、翠灌、幽谷俊岭，吐绿披霞，具亚热带丛林景观的藤蔓如苍龙缠绕，更为增添无数妙趣。各种灵泉瀑布、奇峰怪石的陪衬下，使景区成为秀甲一方、在山西不可多得的自然风景区。,5
68,神潭大峡谷沟深谷幽，林木郁郁葱葱，大家也许不知道山中森林和草地的功能是远非城市中的绿地花草所能比拟的。在大峡谷山间行走，对于改善肺通气量、增加肺活量、提高肺的功能很有益处,5
69,猿挠古道是接近90度的悬崖上开辟的一条小道脚踩木板，手拽钢索，就这样行走在悬崖边上。都用“险”来形容华山，猿挠古道不仅险、还窄，这种冒险性体验一定定期感受一次,5
70,镂空玻璃吊桥一步一个脚印，尽管有安全措施保护游客人身安全，但一脚踩一块高悬于上空的镂空玻璃，一个不注意脚下踩空，你就会体验到胆战心惊。一路走过来，特别刺激。,5
71,神潭大峡谷的玻璃栈道是晋西南第一个玻璃栈道，悬于峡谷云天之空。耸于奇峰绝壁之侧。登临其上，中条山沟壑山峰。林海云飞、瀑布溪流，尽收眼帘。,5
72,最近玻璃栈道又火了一把，也许很多山西的小伙伴对玻璃栈道也趋之若鹜。推荐大家可以去神潭大峡谷的玻璃栈道，这里是一个惊险度低但奇险峻美的地方，没有那种特别的高空惊险，但也绝对可以过一把瘾。,5
73,徒步途中，可以看到乡村的水泥路面有落英缤纷的树林，也有清澈见底的溪流。山河绵邈，粉黛若新。初夏，正是漫步山间的好时候，青山绿水，凉快清爽，还可以一路品尝农家土味。在旭日东升的时候，破晓晨光带来了新一天的希望与激情。,5
74,神潭大峡谷里的环境保持着难得的富氧、绿色、清静。进入大门，仿佛就从喧嚣的红尘一脚踏进了净土的世界。绿树成荫，河风轻拂，水流环绕其间。,5
75,神潭自然环境极好，绿树成荫，河风轻拂，水流环绕其间。呼吸着湿润，凉爽的空气，在这样的环境中游玩不失为快事一桩。也可以是在酒足饭饱之后搭个帐篷玩牌聊天，享受山色湖畔带来的惬意。带上家人来这里小住放松身心。,5
