id,comments,star_levels
11,大门口买票30元/人（1.2米以下免票），除了爬山，剩下所有的景点都收钱，好在山不高，一路缓缓前行，到达月牙湖最多两个小时，月牙湖因冬季只能看到半个，原路返回70分钟足矣回到小吃一条街了，提醒一句，大门口的小吃摊点一定要问清楚价格再吃，贵的离谱，遇到刮风你的碗里各种调料都有了。不建议在大门口用餐，买了门票进去的小吃一条街看起来不错，卫生也不错。大门口停车20元，无票据先交钱。在永济刘杰饺子馆吃了三分汤水饺，一份牛三样，一个西芹腐竹，总共114元，味道不错。入住尚客优酒店，干净，空调给力。,1
12,在孩子的极力倡导下，一家三口，落脚于此，真可谓刺激好玩，环乐之余给人以战胜艰险、挑战自我的无限可能，不虚此行。,5
13,在孩子的极力倡导下。一家三口落脚于此。真可谓是刺激好玩。玩乐之余给人以战胜困难，挑战自我的勇气。不虚此行。,5
14,一次非常不错的选择，里面空气清新，大自然鬼斧神工，溪水清澈见底，玻璃栈道惊心动魄，里面各种特色的地方小吃让人食欲大开，各种游乐设施齐全。,5
15,太差啦，里面任何项目都要收费，感觉有点被坑的感觉。,1
16,如果说我对这里的期待是100分的话，去过之后最多能给75，不能再高了！门票与里面的玻璃栈道等项目，票是分开的。门票里含蜡像馆的票，但是进蜡像馆居然还要花2块钱买鞋套？！票都送了，鞋套不送吗？？？？检票口刚进去后，有小火车可以直接送到玻璃栈道，一个人30，千万不要座！！坑爹！坐上还没有一分钟，到了？？！！玻璃栈道可以去一下，我玩的是二期，虽然没有想象中刺激，但是还好。记住，完了玻璃镂空桥后，立马回头玩高空钢索，因为一旦去了猿狫古道后，是单程的，不能回头的！！！就会少玩一个项目。再往里走就真的没意思了，就是些山山水水，所谓的那些景点非常一般，明显是开发出来的。到终点后可以坐滑倒回来，一个人30，值得玩。距离滑道600米的时候，有个卖水的小服务区，坑爹！农夫山泉卖8块，坚持600米，滑道那只卖4块。小吃街感觉不错，吃的很多，也不贵。,3
17,两点，一是各项收费比较多，玩什么都得付钱，想玩的畅快没有三四百下不来。二是上山之后有个关帝庙千万不要拜，钱不知不觉就消失了。。。,4
18,值得去转转，山清水秀，景色宜人，胜似江南,5
19,成人游乐场，无景，无路标，无管理；有意识将游客导向滑道、饮食街、购物场，全然不顾饮食街等场所路窄、拥挤，景区管理漠视游客安全；景区外动物园、三国表演、游艺厅等以高分贝音响招览游客，太吵，总之，景区管理比较混乱，不值得一去！,2
20,不错，有玻璃桥，还有玻璃栈道，还有山边独走，挺刺激的，还可以！路过还有一条小吃街，别有一番风味，不错的！,5
21,总体评价：好！早上差不多九点左右到神潭大峡谷景区门口。这边有两个大门，第一个大门是免费的，第二个大门是收费的，只有进去了第二个大门，才算是真正开始了神潭大峡谷之旅。第一个大门与第二个大门之间有很多娱乐设施和特色小吃街。进入第二个大门，往山上走不远处就是玻璃栈道。这边有两个项目，项目一是玻璃栈道，项目二是镂空玻璃桥、高空钢索桥、猿挠古道。玻璃栈道挺好玩的，唯一不足的就是距离太短。走完玻璃栈道，往前走，不远处就是项目二，高空玻璃桥、高空钢索桥、猿挠古道是在一起的。比较有挑战的是高空钢索桥，高空钢索桥一个人走的话，走到快中间的时候会有风，会很晃，很刺激。如果好几个人一起走，毕竟质量大，应该不会很晃。玻璃栈道和镂空玻璃桥会有工作人员给你照相，不强买强卖，态度很好，一张15元，免费送一个有照片的钥匙扣。玩完项目二就是一路爬山，景区每隔一段时间就有卫生间，很合理很方便。山谷景色很好，快到山顶的地方有一个月牙湖，里面有很多鱼。到了山顶，要么原路返回，要么坐滑道下山。我是原路返回的，上山很累，没时间欣赏风景，下山很轻松，不累，一边走一边拍照。临走的时候我在特色小吃一条街吃了一碗牛肉丸牛肉面，差不多下午4点多。就此结束了神潭大峡谷之旅！,4
22,去过一次的。这次来玩一样让人觉得有趣。建议一个人爬山。一个人爬是跟大自然的一种交流。人多了，反而成了到此一游的感觉了。,5
23,票价性价比很高！孩子玩的很开心。全程景点都很美，在家附近有这样的景区很赞,5
24,一个自然景观很不错的地方，居然被商业化成这样，令人震撼。一张门票居然捆绑了一个又短又难看的玻璃栈道，令人恶心。,1
25,不错，有玻璃桥，还有玻璃栈道，还有山边独走，挺刺激的，还可以！路过还有一条小吃街，别有一番风味，不错的！,5
26,不错，有玻璃桥，还有玻璃栈道，还有山边独走，挺刺激的，还可以！路过还有一条小吃街，别有一番风味，不错的！,5
27,商业气息太重了，风景很一般般，希望能更好点,3
28,没事干就准备去一点近的地方玩，选了神潭，散散心很不错，神潭中午稍稍有些许的热，但是最近有泼水节活动，工作人员很好，又很搞笑，推荐大家玻璃桥，脚底完全悬空。横穿于山谷，还是很刺激的。,5
29,玩了一天，很好玩的地方，神潭大峡谷一天正好，因为自然环境很棒，景色挺漂亮的，景色各有千秋，嘻嘻，记得很刚开业的时候去过一次，那时候之后又添加了许多玩的，今天又去了一次，发现弄得越来越好了，而且景观真的是棒棒的，为家乡骄傲！,5
30,个人认为，这个景点还是值得一去的，从市区坐4路车直达，很方便。山底下的水峪村小吃一条街也还可以，各种小吃基本可以解决问题，价位也不算高，可以接受。携程网没有与该景点合作，链接的是玻璃栈道的门票，说实话对玻璃栈道不感兴趣，所以网购后又在景区门口退了。为此，错过了提前一小时美团网购门票时间，多花了13元钱。一路风景很美，空气超级好。后山旅游景区区间大巴票价有点贵，5公里路程20元，个人认为不值，很多人都是步行回来的。,4
31,主要就是峡谷风情，想爬山的人可以来这里转一转。缺点就是很多项自都要收费。空气比较清新，建议看看门票赠送的《三英战吕布》。也建议玩一玩滑漂。,4
32,携程买票很值也很方便， 玩得很开心。非常推荐给想来这里游玩的人,5
33,没有想到神潭大峡谷自然景观那么美，值得去，和家人一起去的，吃了当地特色，玩了很多项目，毕竟大老远来一次，该体验的都要体验一遍。,5
34,不推荐，很没有意思，开车一小时，游玩十分钟,1
35,景区缺乏统一管理，内部各种设施鱼目混杂。进后山景区后的上山小火车典型的欺诈消费，闪烁其辞忽悠上当，而且价格随意变动，开始30，过一会又50。古村吃饭也存在欺诈消费，油泼面写着10元，但未提示荤素，在未经游客确认情况下直接上加了牛肉的面，要15。虽然都是小事，作为永济本土关心当地旅游且在外工作的人，看到这种现象十分痛心。作为蒸蒸日上的永济旅游业，真不应该只为追求利益最大化，让游客乘兴而来扫兴而归。民营旅游企业是旗帜，也是倒大旅游招牌的可怕现象。,2
36,古朴油光的青石板地面，脚下潺潺的流水，深巷中弥漫着香味……久远的亲切中，如梦如幻，恍如隔世。这一切，无一不洇染着北方明清民居韵味。适合携带三俩志同道合的好友，沉浸到那一方小天地，找到心灵的慰藉。,5
37,还好吧，总体来说还不错，值得表扬一下，继续努力,4
38,确实值得一去，开车直接到了。不过带孩子累点。,5
39,第一次来山西永济。中条山神潭大峡谷非常值得来的。美好的自然景观。天水相接。美不胜收。,5
40,神潭大峡谷景区位于永济市南2公里的水峪口古村，是在距今5.7亿年前的寒武纪时期，由于地壳运动而形成的一个大裂谷，对于地质爱好者可以去考察。大峡谷有山有水，空谷幽兰，在深山里听着小溪流水的声音&#160;，可以暂时远离城市的喧哗，得到身心的放松。,5
41,景区游乐设施齐全，有大量的刺激游玩项目，而且还有实景演出和小型动物园，是一个多元化的景区，推荐游玩,5
42,上次跟老公儿子去玩，真是太好玩了，空气真的很好，给人一种欲飘欲仙的感觉，好像安静的呆在那里度假，儿子要上学回来的有些早，有机会还会再去的,5
43,套票不喜欢，门票套票都是冲突的，景点套票没门票，套路太深，每个景点都收费，若全部都玩没有250下不来，所以性价比不高，主要门票不单独卖，建议买门票，爬山滑道，划水，走下来游乐场。这个玩法较好不浪费钱。,3
44,首先这个地方的景色还可以，算中等偏上的那种，有山，有湖，玩的项目很多，也有古镇，可以吃。但是也是一次性景点来一次就不会再来了。门口的停车场是免费的，但是有当地的人会指引你去他的停车场其实就是后面的野地，一次10元，能看到景区的免费停车牌估计是斗不过当地的恶霸，其次就是门票免费送的3个项目里面的蜡像馆居然还要花2元买个鞋套，不是掏不起这钱，送都送了还差这2元钱吗，让人很郁闷。最后就是门票80元，基本就是爬山，然后进去后的玻璃桥和玻璃栈道，过山车上下山都是收费的，等于80门票爬个山，其余的下来还得100多额外的费用，等于门票套门票，所以综上所述不会再来了。作为一个陕西人来说这么多的免费公园哪个不比你好看好玩，推荐景区的领导来我们西安玩玩。,1
45,春节去的，门票30（含人妖演艺，马术，玻璃滑道）人妖演艺也就3个节目，主要以拍卖字画，拍照收费为主，半个小时就结束了，浪费时间。往里进就是商业小吃两条街，消费不算高，在接受范围内。进山要通过关公庙，门票可免费领取一条祈福带和所谓的开过光的平安卡，会有专人给你讲解今年的运势（免费）但是！注意了，在讲解的过程中会套路你在功德簿上签名，给关老爷点灯（99-9999元随心意）拜过关老爷就到玻璃栈道售票处了。先说门票:一期二期各60，通票120，（我用携程网买的一期即时生效，美团需提前1小时，山上二期售票处会刁难你，携程明明是即时生效的也要让你等1小时，我改成现金后却排了将近两个小时才有安全绳，经验:在山下一期售票处用携程买通票或提前一小时订票）。玻璃一期是一条大概50米左右长的透明玻璃栈道，我是第一次却没有心跳的感觉，自认不值！二期（玻璃镂空吊桥x2次+铁索桥+猿轩古道）追求心跳和刺激的值得推荐玩一下，二期结束点在半山腰，因前边浪费了很多时间来不及就直接下山了，据说上山后有一条很长的滑道可以一直滑到山下（不是那种高空索道）没有亲自验证过。这就是我的全部经历了，希望对大家有帮助！,4
46,刚进第一个大门的时候不要门票，以为不收门票呢！结果还是收了，在里面往山上走的地方收门票，我又在旁边窗口买了张。所以还是提前买吧！有的票在网上有售，有的没有。建议能在网上买的网上买，便宜，但是要记得提前一小时买啊！不然不到时间不能用！也可以在门口看有人买了票不想去爬的吗，那种处理的会更便宜点，我就捡漏了4张低价处理的票。景色挺好的，要走到第二服务区去看看一线天和瀑布啊！不过我没拍好，光顾着欣赏了。对了，一定要买玻璃栈道的票啊！不然后面那段上不去！玻璃栈道没想象中吓人。胆子大的可以走那个高空的玻璃吊桥。,5
47,"里面有
 充满特色的美食街
 游乐设施也挺多 特别卡丁车超级过瘾
 玻璃栈道
 丛林飞鼠下来3000米，从上面坐下来超爽
等等，很多。美不美，下面自己感觉。。",5
48,神潭大峡谷景区的范围包括整个水峪口村以及村后的深山、峡谷、森林、奇石、瀑布，特殊的地质地貌，溪水、森林、自然的民俗村落，构成了神潭大峡谷景区的独特吸引力。神潭大峡谷，碧水蓝天、绿树红花、如诗如画。生态环境优良，旅游资源丰富。这里气候宜人，夏季山口风穿堂而过，白天没有热浪，夜间十分清凉；位于永济市东南方，群山环抱，气候冬冷夏凉，是夏季消夏避暑的好去处。,5
49,"风景秀丽，人不多，山峦高峻，，值得一去，玻璃栈道不算恐怖耸入云霄 高耸入云 直入云霄 孤峰突起 昂霄耸壑 
耸壑凌霄 耸入云霄 巍然屹立 巍然耸立 直上云霄",5
50,游乐设施挺多的，挺刺激孩子很喜欢。,5
51,太坑人，关公庙进去拜一下，然后就给你算一卦，让你上钱了，不上钱不让走，被坑了二百多，里面什么都在维修，买了门票就进去走了一圈，介意大家开的时候多注意，,1
52,从永济市里一趟公交直接通到景区门口！下车以后大的木质门头很古朴很有质感~进门以后左边有一条小溪，小溪里还有很多鱼，有很多孩子在捞鱼玩的不亦乐乎~~再往进走路两边有很多游乐设施，小孩子们在这里最开心了吧！而且所有的游乐设施都是可以自行选择的，不会强制消费，这一点让我很满意。水峪口古村就在路的尽头，一进门有个大水车吱吱呀呀的转着，一下就把人带回了小时候。广场的左右两边分别通向两条小吃街。小吃街的所有小吃没有一个重样的，简直就是吃货的天堂！后山上的玻璃吊桥和玻璃栈道不玩都觉得遗憾呢，站在上面看风景真是人生一大美事！有时间还会再去的！在这里让生活慢下来,5
53,俗话说百闻不如一见，亲身感受，神潭大峡谷如传说中所说一样，夏季山口风穿堂而过，白天没有运城常有的热浪，夜间十分清凉；地理方位好，位于永济市东南方，群山环抱，气候冬冷夏凉，是夏季消夏避暑的好去处。,5
54,好玩，开心。网红东西特别多，好多刺激的没好玩⊙▽⊙。,5
55,很好很好很好很好很好很好很好很好很好很好很好很好,5
56,"这个峡谷没有什么树啊水啊景色很一般，都是光秃秃的山，基础建设也很一般。十一期间景区门票80，说是有什么景区、马术表演、送完美风暴和关公蜡像，但是这些都没有什么意思，还必须买套票不能单买入口门票，这个强买强卖了解一下。实际上上山里头什么都没有，玻璃栈道一期二期还要分别再收60，就是说要完整看玻璃栈道要花200元还不含上下山索道滑索啊。价格赶上张家界了，这个性价比大家可以自己体会。
而且所谓的上山下山小火车根本到不了玻璃栈道附近还要50，就是走路来回10几分钟的路，所以腿脚不方便的人可以放弃这个行程，看不到啥还不好走。",2
57,一线天那里强烈推荐，凉爽惬意，一直往前走有连心湖，不同的岩石，不同的颜色，神潭的景色真的让我想到了桃花源记里的复行数十步 豁然开朗，一线天那里可以好好休息，还有三国真人舞台剧，很震撼，杂技、声音效果配合很好，刀划地都有水汽炸开的效果，古建筑的墙，硬件设施，弓箭、马匹、服装很真实，有一种穿越的感觉，还可以骑马拍照。,5
58,马术表演好看，网红桥好玩，就是水太少。,5
59,非常值得一去，中午到的，转了大半天，有机会了还要去！,5
60,亲子探险游玩的绝佳去处，青山绿水好不清新！,5
61,什么时候有时间再关注吧，最好能遇到瀑布,3
62,和家人一块去的，一直在爬山，没有好玩的,3
63,玻璃栈道太短太短了，还没有尽兴就结束了,3
64,感觉门票有点贵，不过里面的小吃还算便宜吧，但是上去就有点坑了，各种收费，尤其是到山顶之后，你用索道下去距离起点差十万八千里，你不坐车得走一俩小时，坐车超级贵！,3
65,总体还可以，就是没有见瀑布，有点遗憾,3
66,五一去的，人特别多，景色还不错，最有特色的是小吃一条街里，炸螃蟹非常好吃，大家去了以后可以尝一尝，还有滑道很好玩，走到山顶，坐滑道下去非常棒！,5
67,自然风光，山丶水丶湖很有特色，四月初植被已经绿了，体验的项目非常多，门口古镇饮食也很方便，全程3.5个小时，值得看一看。,5
68,这个套餐非常坑人，极度不推荐。马术表演几十分钟开不了场，推销商业骑马，没人骑了都不开场。严重不遵守时间，耽误游玩计划。台风风暴必须买一次性雨衣，穿不上就破了。进去后站在板子上抱着栏杆摇晃板子喷你水，服了！！,1
69,景区挺干净的，值得一去性价比高，环境很好，空气很棒。早晚很凉快，有时候需要带雨衣。经常会下山雨。山上有滑梯，因为下雨没有滑行。下次再试试。是一个散心的好地方。,5
70,还不错，有小孩的游乐场，景色也不错，还是可以去的,4
71,空气特别清新，有山水自然环境，景观特色具有小镇风格，当你置身其中的时候，可以让每天工作的你倍感轻松，也有各种体验项目，比如玻璃栈道，惊险刺激，富有挑战，值得一玩。,5
72,神潭大峡谷，感觉还可以吧。门口买票80，网上购票一个人是68 送一个三英战吕布的表演 一个台风体验 还有一个蜡像馆（收2元脚套费用） ，表演还不错，值得一看，其他就呵呵。反正里面所有东西都是要另外收费的 ，包括小火车 索道 玻璃栈桥 ，特别是外面的停车收费20。刚进景区是一个缩小版的欢乐谷，乱哄哄的一片，再往里走是一个卖各种吃食的地方，要说最值得去的个人觉得就是玻璃栈道（分一期和二期，费用也是分开），二期还是值得体验一下。总之吧，自费项目特别多。,4
73,大门口买票80元一张的，一定不要买！不要买！不要买！我们一开始不知道，那收费的也不说。80门票包括的三个免费项目，就三英战吕布，可以看看。其他什么蜡像馆那都是......大门口根本不检票，进门后什么项目都要收钱。你要看三英战吕布就到观看地方买40门票就是了。其他玻璃栈桥，划空索道都是各自收费。建议可以爬上去玩个玻璃栈桥，再索道下来。,3
74,价位为景色香茶太大，付费服务太多，很不划算,2
75,先到高铁永济北站下车右手边有直达永济市区的黄颜色公交中巴车，到永济中心站路对面坐市内公交4路车终点站就是神潭大峡谷。进入山门初来感觉很失望，天气爆热，树木很少，人造景观为主，往上走了大约两千米，走到我初次理解的峡谷尽头右手边的吊桥，美景才刚刚开始，真真正正的原始植被才开始出现，往前继续走左转弯，突然到了世外桃源，才知自己不虚此行，真正的大瀑布才刚刚映入眼帘，凉风习习美不胜收。继续上行越走越美，腿也是越走越困，不过越走越有精神，太美了！,5
76,首先我要强调交通，先坐高铁永济北站下车，出门右手边有黄颜色公交中巴车坐20多公里，到永济中心站，路对面坐城内4路公交车到终点站，就到山门，地方很美，不过美景都基本藏在后山，刚进山门感觉很没有意思意，寸，一直爬山，爬到半山腰向右手方向走，过了一个小吊桥，美景才刚刚开始，这时离山顶还有三千米。凉意开始袭来，原始植被开始展现，与前半段人造景点，才种的植被让人的顶着太阳晒简直是天壤之别。真是柳暗花明又一村呀!太爽了。,5
77,驱车来到了两公里外的黄河大铁牛，这个是原先没有计划的地方，只是顺路就来看看。资料显示这东西是国宝，当然不能放过国宝。这铁牛还真是大有来历，当年花费了唐朝一年的铁产量，铸了八头铁牛，作为当年蒲津渡黄河浮桥的两头固定桩，当时的黄河有三百多米宽，就靠这铁牛拉铁链固定河中的木船铺上木板架起了浮桥，成就了大唐的枢纽。,5
78,很不错，下次带上孩子一块去，更好玩,5
79,九九归一台阶下边卖药的是骗子，骗钱骗得很   还请大家注意，希望峡谷负责人能够处理,1
80,景色不错，有玻璃栈道，锁链道，镂空玻璃栈道，古栈道，直线楼梯攀岩，小溪喜水，坐索道（不值得，只有一小节）周边有好多小吃，价格小贵哟。,5
