id,comments,star_level
13,景区性价比很高，入景区70元，然后在景区内换乘免费，去了两天，里面吃饭和住宿贵了一点，其他的一般比外面贵一到两元，重点是没有文字，空气真真的好，玉皇顶的风景也是极美的，我们带着三岁的儿子，爬玉皇顶，总的来说不算太累，可以接受，中间有滑倒，这个小孩子当成话题也是很棒，只是玉皇顶的滑倒处手套要3元自费买太坑爹，在九龙瀑布的都是重复使用的，一个景区规则还不一样，总体来说，很满意，给好评,5
14,门票、农家乐在同程网上预订，方便，解决后顾之忧，给游玩提供坚实后盾。白云山美景不虚此行。,5
15,白云山云特别多，九龙瀑布水太少了，另外回来的时候半路有另外一条路挺有意思，玉皇顶树特别多狠凉快，要看日出三点就得起，起晚了就没有电瓶车了,5
16,特别方便，到售票大厅瞬间就取到了门票，不过有点不太好，就是门票都拿到了，结果还得排队买车票，有点费劲儿。景区风景挺美的，值得一去，最喜欢的是坐景区的游览车，凉快还有点刺激，有时间会再去的。,5
17,风景很好……出票也特别快！站在顶端观看四周风景，云朵的美轮美奂～很惬意的享受！下次还会去！,5
18,订票，取票都很方便，服务也不错，就是景区离售票处太远，坐车时间长,3
19,不想说那么多的废话了，一个字，赞，俩字，超赞，亲们可以亲生体会下，听说8.17范冰冰要到景区开晚会，不知道是不是真的？,5
20,跟四年前比变化很大，阶梯比以前好攀的多，特别是登玉皇顶的那段，以前是铁的锁链，登上腿都软了，现在好多了。风景还是一如既往的漂亮。同程网团购的票方便，实惠！交通，服务一流。住宿的云湖酒店干净，便宜！很开心，玩的！,5
21,美不胜收！景区小巴很方便！下次一定要把没玩的地方玩一边！山里很冷，雨水多！要穿厚点！18度，要穿棉服，同事们都穿的太薄，冻成狗🐶了～哈哈！我们在玉皇顶的山下住的，一个人30，就是有点脏！不过很方便！,5
22,白云山之旅太棒了，玉皇顶的眺望，九龙瀑的壮观，只是在九龙瀑挨淋了，光是缆车等待了将近两个小时，冻坏了，还好换乘车没有太久等待，一起的另一家在风中雨中又多等了大概一个小时，幸好景色漂亮，不虚此行！,5
23,首先同程网定的票取票非常方便，我们先去九龙瀑布，景色好，可惜水不太多，瀑布缺少了壮观，森林氧吧不错，休闲娱乐好去处。第二天爬山，5个多小时来回路程，不累，山顶风光无限好。,5
24,风景很不错，两日游，但是我们时间太赶，只玩了一天，日出没看到可惜了，看到了云海，很漂亮，有腾云驾雾，身临仙境之感！,5
25,很美，空气也很好。我们第一天下午去了九龙瀑布，森林氧吧，第二天上午去了玉皇顶，白云湖，武侯祠，下午就结束了行程，大家可以参考,5
26,环境很不错，交通也很方便，在农家住了一夜，才五十块钱！是避暑的好地方！,5
27,取票方便，故意挑周二还下了雨去。车费70比较值。建议带的行李住山上。游玩方便，还能减少每位15的改签费。,5
28,下山时在换乘中心滞留一个多小时，景区那么多车辆还把游客集中在一个换乘中心，还下那么大的雨，冻坏了，景区的必须投诉。,0
29,取票方便，故意挑周二还下了雨去。车费70比较值。建议带的行李住山上。游玩方便，还能减少每位15的改签费。,5
30,自驾去的，停车5元白天不错.提前定的住宿在假期里还是比较实惠的。不是雨季水不太多，上玉皇顶两千多个台阶，好累，还是坚持上去了，中原海拔极顶2216米的地方，买了把同心锁，可以刻名字哦。小黄山正在修，所以不能从小黄山走。上午八点多去进的景区，上山玩到一点多，下来到三岔口换乘点三点，然后去瀑布，但是缆车风大没法开，太累了，就没有再往下走，路上感觉下面水多，风景应该好些。,5
31,景区取票的服务员态度很热情，很方便，很好，景区还算不错，可能是我看过的山太多了，没大的感觉，时间我没计划好，到达已经是1点了，匆匆只看了九龙瀑，其他没看，所有服务站人员的态度都是很好的，很热情的，会推荐给朋友的,5
32,此行白云山我真的有话说。去过很多地方这里的服务堪称一流。我只能说好地方只能自己体验、九龙瀑布气势磅礴，五福天路小有探险之味。玉皇顶看日出的美妙有大自然赐予人们的视觉震撼，青云步梯则锻炼人的意志坚韧，玉皇阁是香客虔诚祈福夙愿之福地。之所以不去计较一些小事。我只能说白云山风景区不会让你失望的。,5
33,同程网订票很给力，取票很方便.一说是同程网，立马给办。去的时候在景区门口交5元停车费，然后有 农家院的老板骑着摩的招呼你去他家吃住，吃的有点贵，住的可以讨价，景区很凉快，洞天栈道景色很美！去之前最好查看当地天气预报。阴天或下雨天是看不到云海奇观的。另外安排两天时间游玩比较轻松。值得一看！,5
34,好地方，5a景区就是不错，地方挺大，早点进去还能转完，要不需要两天时间，28一张门票太实惠了，虽然还要70元交通费，不过也值了，山路十几公里，园区观光车随便乘。玩的很开心。,5
35,票价九元九很划算，票在自动取票机上取方便快捷，从大门口坐大巴车上山一路上看到山间的树木郁郁葱葱云雾缭绕，景色迷人，早上去时天空下着小雨，山上空气清新凉爽，给人以美的享受，去几个景点都不错，值得一游。,0
36,自助取票非常方便。去的前一天刚刚下过雨，空气非常好，景区大巴也要坐好久，换乘也很方便。现在水量小，瀑布也没那么壮观，到达景区已经下午，就只选择了在山上看瀑布，没往下面去。玻璃栈道50米收费20元/人，好贵。山上很冷，溪水冰凉刺骨。这么大的景区就瀑布 高山牡丹园 峰顶可看，有些遗憾。,5
37,景区比较大，得游玩2天，第一天先去看了九龙瀑布，说是瀑布就是没多少水，然后坐索道，光是排队就有1个小时了，还遇上下雨天，，，第二天登玉皇顶，别提有多累了，还好坚持登顶了，有种一览众山小的感觉。氧吧倒是休闲的好地方，别的景点没时间去了，每个景点离得比较远，得坐景区里的大巴车，国庆期间人比较多，住宿还是住山下的农家院比较划算，能还价钱，做饭比饭店好吃，而且实惠。总体来说还算不错，值得去看看，同程上订票优惠几块钱,5
38,取票很快，便捷！4月29日出发时候订的，30号早上到售票点自助机就可以取，要是小交通能一起买就更好了，取了门票还得排队买小交通车票。希望更完善！五一了，山上温度低，现在牡丹花还没开呢，遗憾啊！这个季节进山还是比较冷的，给孩子带的冲锋衣挺管用，穿着秋衣秋裤呢，不过穿裙子的也有。爬山的竹竿在山门外边买的5元3根，里面5元2根，物价没有很离谱，玉米5元一根，都挺好，盒饭才15元，其他的我没问，嘿嘿！因为是孕妇，所以没能上山，氧吧这边的空气很好。瀑布准备过去看看，据说不错，有滑道还是索道，忘了。过节人比较多。,5
39,景色不错，同程票也好取，但景区接待引导太差，等车进门等服务没有规范，没有应急处理能力，与别的五星景区对比差距太大，河南最美白云山称谓不符，,3
40,同程购票超划算的，景区风景如画，交通方便，环境不错哦，景区外围酒店农家院饭菜超好吃，无公害的you，好评！,5
41,骗人什么也没有，现在有雪上不去,0
42,首先说门票，在景区售票大厅的自助取票机上输入辅助码取票很方便，也很快速，感谢同程的这次优惠活动让我们买到便宜的门票，省了不少钱；其次说景区交通，在景区服务中心停车场收费每天5元很不错，但是从景区服务大厅到景点得乘大巴70块钱一天，如果第二天还想上山再补交15元，大巴上山得40分钟，太难受了，里面观光车随便换乘不需要再花钱；第三说景点，氧吧和玉皇湖不错，还有高山牡丹园，九龙瀑布太坑人了，坐滑道花25下去了，实在不值得一看，又花40坐索道上来了，花费几个小时；第四说住宿，在**上定的白云山凯悦农家的3间标间180，结果到那老板把我们安排在隔壁聚合农家住宿条件特别差，晚上10点多停电，屋内像个大蒸笼，一晚上大人小孩基本上没有睡着，就是景区售票大厅北第三排路口那个凯悦农家，老板这样做太欺诈了，建议大家一定要找个好的住宿,3
43,购票很方便，19.9挺实惠。到景区后直接电子购票那刷下二维码就自动打印出门票了，然后每人再70元买个进景区的大巴费和小交通费。70元刚开始觉得挺贵的，不过两天下来觉得挺值的！白云山景色很漂亮，九龙瀑布，爬玉皇顶，我们在那待了两个大半天只去了这两个景点。很不错。景区缺点就是景点太远，虽说交通挺方便，但是光从入口处坐大巴到山上的换乘点就得四五十分钟，所以这也是交通费70的原因了。还有一点，如果周末假期去，想住在景区里边的话，最好提前把住的地方订好，不然假期人多的话，景区里边房间不好找，只能住在上下了。总得来说白云山还是不虚此行的。,5
44,第二次去了，不一样的感觉！票价便宜，取票方便。又购买了70元的景区大巴，山路十八弯大概50分钟到达庙眼，换乘。上山时候没下，下山时候下大了，没有登顶。云海大片，看不清山，空气清新，绿树成阴，真是人间仙境。,5
45,虽然还没到雨季，山里面水不太多，好多水沟干涸或者细流～～但是我还是要为白云山做做宣传，也许是太偏远的缘故，离郑州300公里，很多人只是听说，去过的不太多，但是白云山真真值得一去，玩下来大概两天，有氧吧，有瀑布，还可以看白云随风飘散，感觉是说不出来的，你可以自己去感受，一定会超过你预期。现在上山都是从下面售票处统一做景区大巴，车票70元，包含景区所有的小交通车，比较方便～～晚上可以住山上，有很多大小宾馆，节假日估计会贵些，但能感受深山的安静！景区吃饭所有饭店菜单都一样，明码标价，稍贵但可以接受。尤其要说景区的工作人员有问必答，很有亲和力，不愧是5a景区。等山里面水多了，会非常非常好玩，是夏天避暑的好去处。,5
46,虽然还没到雨季，山里面水不太多，好多水沟干涸或者细流～～但是我还是要为白云山做做宣传，也许是太偏远的缘故，离郑州300公里，很多人只是听说，去过的不太多，但是白云山真真值得一去，玩下来大概两天，有氧吧，有瀑布，还可以看白云随风飘散，感觉是说不出来的，你可以自己去感受，一定会超过你预期。现在上山都是从下面售票处统一做景区大巴，车票70元，包含景区所有的小交通车，比较方便～～晚上可以住山上，有很多大小宾馆，节假日估计会贵些，但能感受深山的安静！景区吃饭所有饭店菜单都一样，明码标价，稍贵但可以接受。尤其要说景区的工作人员有问必答，很有亲和力，不愧是5a景区。等山里面水多了，会非常非常好玩，是夏天避暑的好去处。,5
47,确实人间仙境，处处是景，有时间最好玩三天，要不会错过很多风景，同程订票直接在自动售票机上取很方便，也许是淡季周末人不也不多，私家车必须停山下停车场，坐大巴70元每人大概四十分钟左右到中转站，可以坐观光车去景点了。必须要说山下农家小院多，可是打算看日出的必须住山上，而且下山再上山还需再付15元。我们在山上森林氧吧一站住下100一间标间，很冷的根本洗不了澡。提醒山上凉带长袖准备看日出就备一件羽绒服，轻薄不重也方便行走。凌晨三点就有车上山，不着急两个小时绝对登顶。看到日出就觉得再累都值得，然后下山到住宿地方才七点多睡个回笼觉，吃早饭就可以去森林氧吧玩去了，很休闲也不累，慢慢消磨时光。建议九龙瀑布第二天再去，要不一天内不停爬山会累残疾吧！,5
48,五星景区同程优惠很大，票有效期两天 住宿方面如果不是周五和周六山下旅社还是很多60左右就可以住到了 但是坐景区大巴第二天还要补交15元一个人 景区车价格70一个人，游玩瀑布需要半天时间，去顶峰➕氧吧需要一天。整体来说景色还是不错值得一去的,5
49,景区性价比很高，入景区70元，然后在景区内换乘免费，去了两天，里面吃饭和住宿贵了一点，其他的一般比外面贵一到两元，重点是没有文字，空气真真的好，玉皇顶的风景也是极美的，我们带着三岁的儿子，爬玉皇顶，总的来说不算太累，可以接受，中间有滑倒，这个小孩子当成话题也是很棒，只是玉皇顶的滑倒处手套要3元自费买太坑爹，在九龙瀑布的都是重复使用的，一个景区规则还不一样，总体来说，很满意，给好评,5
50,到景区才知道学生不用买票 还可以免费带一个家长  相当于白买票了   门票是管两天的  到景区门口要买景区70块钱小交通   如果第二天还在就还得掏15块钱的改签费  来评价的有点晚了,3
51,景美…当地的人纯朴善良，不愧是中国最美的地方！值得推荐出行，有时间一定再去深度游…白云☁☁山边绕…人在仙中游！！！,5
52,风景很不错、自驾游去的、人不多、很不错、坚持登顶、风景壮观、值得一去。想一日游的朋友最好早点去，不然一天玩不下来。,5
53,同程网订票超值，景区要75元在同程网周末只要19.9元！白云山景区总体还不错，好多景点还在积极的开拓中，相信以后会更加漂亮。九龙大瀑布的台阶比较陡，很刺激。,5
54,9.30网上订票红包抵现金，10.1售票大厅附加吗自动取票。省了二十好几呐！哈哈！九龙的风景大家共赏。。。。。。,5
55,美不胜收！景区小巴很方便！下次一定要把没玩的地方玩一边！山里很冷，雨水多！要穿厚点！18度，要穿棉服，同事们都穿的太薄，冻成狗🐶了～哈哈！我们在玉皇顶的山下住的，一个人30，就是有点脏！不过很方便！,5
56,同程网订票取票都很方便，订票成功后，还必须购买景区交通车电瓶车票。风景不错，遗憾的是下雨了，雨雾朦胧，好多精华景点和日出都是看不到的，下次出游一定要先看天气预报。景区服务总体不行，太差劲，尤其在景区电瓶车换乘点侯车时，开车师傅都是恶狠狠的面无表情答非所问待理不理，还训斥儿童，游客到景区是买服务买时间，电瓶车不是按点发车，非要等坐满才发车，这太牵强，如果游客到的景点，这时候正好做不满，就一个劲儿的等，浪费时间浪费金钱，这太霸王条款了吧！,0
57,白云山景色很美，5a景区管理也相当不错。6月份旅游最好，清明节很冷，避暑疗养很不错的地方。,5
58,这次领孩子出来玩，孩子玩的很开心，山上的景色很美，尤其森林氧吧很适合带孩子和家人休闲娱乐。因为不是节假日所以住宿便宜，景区内一个标间100一120，我找了个最便宜的60一天如果是黄金周要300以上，但由于人少最后一天宾馆居然不做早餐了。孩子7岁想做轿上山标价420的轿子150就上山了而且几个人都想抬，上山后轿夫主动要求，愿意等我们玩过以后100元抬孩子下山，因为孩子想座滑梯下山所以没同意。整体上还是值得来此一玩，但也有不足的地方，进景区被强制买保险，要求退保险说是票已打出来了不退。所以买票付钱时应先看清有没有保险，另外座景区公交象座过山车，上下山时孩子都晕车，还不错车上有塑料袋孩子吐塑料袋里了。另外景区山民还是比较纯朴的没遇见欺骗游客的事。,3
59,每年暑期都会来白云山，全国走过很多山，但感觉最美的还是白云山，住宿，餐饮都不错，景区植被覆盖率高，是避暑胜地,5
60,白云山景色很美，5a景区管理也相当不错。6月份旅游最好，清明节很冷，避暑疗养很不错的地方。,5
61,就两大景点，一个是九龙瀑布，一个是玉皇顶。其它都是小景点，如果不看日出的话，一个整天就可以了，就是交通不方便，只能住宿一宿。,5
62,去白云山的路不是很好走，不过大厅取票挺方便，景区很大，全程换成各种交通工具都可以，时间太仓促，只玩了一个景点，九龙瀑布也没去成，四点景区人员就不让去了，说是时间不够，没能看到瀑布觉得挺遗憾的。我们去看高山牡丹花还没有开，不过景区确实挺凉快的，夏天的避暑圣地。,5
63,贵在上下景区的大公交上，上面景交车路程都不长。上下景区的大公交等待时间很长，一定要预留好时间。,5
64,风景秀丽，晴空万里，蓝天白云，空气好，景区门票可用两天，值得一去,5
65,去的有点早了，山还没有完全绿，要是夏天玩肯定更美,5
66,景区配套设施完善，管理规范，环境优美,5
67,一般般吧，坐车累屁了,3
68,累屁了，坐车时间够长了,3
69,四月份  去的时间点有点不好    就权当爬山运动了。,3
70,这个景区交通票是我坐过时间最久的……,5
71,森林氧吧挺好玩的    最好做缆车上去后从下往上的路线去走  不太累,3
72,十二年后再来这里真的大不一样了！感觉很好，农家的老板娘很热情，风景更是没得说,5
73,景点不错，就是太累了，玉皇顶景色很好，云雾缭绕的，沿途没有风景只有爬到山顶才有景色，可惜的是去的时候一直下雨没有玩尽兴,3
74,第二次来云台山，这里国庆节来好像不是季节，连下两天雨，台阶上全是水，鞋子湿透。到玉皇顶，冷风澈骨，雾蔼蔼一片，一个山头也沒看到。很不错的景点，不然不会来两次，只是没赶对时间。5月份，山花烂漫时来，一定会有所收获！,5
75,在同程订的票，在取票点取票挺方便，虽然是小长假期间，可是景区管理不错，基本上没有出现大的拥堵，刚下过雨，山好，水好，风景这边独好。,5
76,累，真累，很累，终于爬上玉黄顶了。坚持到最后，一定可以看到美丽风景，感受登山望远的境界。山美，水清。唯一遗憾就是下午下雨了，人多。索道排了60多分钟队，还挨淋。晚上换乘车来的不及时，又在雨中等候60多分钟，虽然知道国庆人多，但希望景区下次安排好吧！洛阳白云山加油！！！,3
77,9.30晚上定的票，不但优惠还有红包，一张票就省了十好几块。一开始订错了，点了退票，重新下单。滴滴，两条信息几乎同时到达。。。。。支付宝提醒你一**收入。。。。。。同程旅游提醒你下单成功。。。这是sm神马速度啊。。。。。*^o^**^o^*,5
78,五一下午到的白云山，下午去看的九龙瀑布。九龙瀑布有3个景点：第一个是白龙瀑布，第二个是青龙瀑布，第三个才是九龙瀑布。九龙瀑布落差很大，离近看似有雾状水流，景色挺美的。玉皇顶上没有缆车，三千多个台阶全靠双腿走上去，挺累人的，2号那天风好大，我们穿着外套在山上也冻的手冰凉，没有看到描述的美景，有些遗憾。,5
79,在白云山住了4天，每天有不同的景点。适合有较长时间在山里住，每天不紧不慢的游玩。景区很大，时间紧了玩不过来。 山上有爬山、瀑布、栈道、氧吧，适合不同需求的朋友一起来玩。,5
80,进门交5元停车费，里边停车位很多，可以往里停一点。售票处门口有农家宾馆。除门票，必须购买60大巴加10小交通，60必须买，因为距离景区还相当远，10元不知道可不可以不买，因为小交通不查票。大巴下车附近是主要住宿点，不过似乎比较贵，做小交通，一路主要去九龙瀑布，一路主要去山顶。九龙瀑布建议从左侧走路下去，有水有凿壁隧道，上来坐索道。索道单程40，比起距离，太贵了。双程60没什么意思。瀑布小的可怜。而且不能近距离接近。然后做另一路去山顶，如果看看日出，爬山没啥意思，往返需要3个小时，我们没爬山，去了森林氧吧和白云湖，中评，就是个树多的大公园。氧吧停车点有食宿。本打算去玩两天，走了大部分景点后决定不登山顶了，结果一天就往返了。跟心目中的差距很多，我想主要是管理不行再加上最近干旱。白云湖样换乘点方向一路也很多住宿点。,3
81,坐了四个半小时的车，终于到达中国最美的地方～白云山！景点比较大，适合两天游，坐景交到山上要四十分钟，景区内等停车处栏杆设计很不合理，拐八圈才能上车，放假期间游客很多，总之风景还好，山青水秀。,5
82,5a景区还是应该有点5a的样子，怎么说呢，满怀期待的来了，不免还是有些失望。首先，吃住我们是在山上的景区中心服务区。吃的贵住的也贵。山上宾馆还是蛮贵的，祥云宾馆开口就要150，还价还到90一个标间，还觉60就够了。这里的饭店太黑了，老板一点都不淳朴！说淳朴的都是什么人啊。冲这点我们不会再来二次。不过中心服务区超市卖的东西还是比较实惠的，比正常价格贵1-2元，还有比正价还便宜的要买东西就在三岔口公交换乘站附近那个超市买。其次，几大景点只有玉皇顶，九龙瀑布可以去，好评蛮多的小黄山封住了，景区内部正在升级改造建设，比较失望。再其次，今天爬玉皇顶，还下雨了，山路不好走啊，有些台阶也该修整一下了，松动了踩着不安全。最后，我们一致认为，洛阳旅游全毁在道路交通了，从洛阳市区到景点，耗时5-6小时，山路太不好走。总而言之，三颗星星，全是给白云山的美丽自然景色和新鲜富氧空气的，需要这些的朋友可以来看看。,3
83,周末山上住宿比平时贵很多，饭菜贵。三叉路口的购物中心价格不贵，如有需要，建议在那里买。空气清新凉爽。上山的换乘车很成功地让我晕了，尽管我已多年未晕车了。,5
84,洛阳白云山是一个值得去的地方。自然风光好！特别是森林氧吧空气质量无限好！推荐在那里玩两天，休闲旅游好去处。我是一日游，时间上有点紧张，爬山累，到山顶心情特别舒畅。,3
85,景区不错，九龙瀑布水有点小，不过五福洞，玻璃悬崖和森林氧吧差不多！玉皇顶看日出早上三点出来，坐车到山下，登顶二个小时，五点五十看到日出！就是我星期天去的宾馆价格有点贵，上山的车坐半个多小时，晃的难受！,5
86,到景区才知道学生不用买票 还可以免费带一个家长  相当于白买票了  但是又不能退   因为刚到门口被大叔带到了自家的农家乐就没有住到山上 也没有看成日出有点遗憾 不过整体还算可以吧,3
87,景色很美，服务设施很完善。景区分两大块，九龙瀑和玉皇峰。门票同程定的，换乘费70元，太贵了。门票可以玩两天，第二天需要续签，还要出15元交通费。住山下的农家，价格实惠些，建议平时来wan，有优惠，门票仅1元。山上很冷，一定要穿厚些。,5
88,当自己爬到玉皇顶的那一刻，看到白云就在脚下，感觉太棒了，同程订票，换票也很方便，一次不错的行程！,5
89,景色很美，服务设施很完善。景区分两大块，九龙瀑和玉皇峰。门票同程定的，换乘费70元，太贵了。门票可以玩两天，第二天需要续签，还要出15元交通费。住山下的农家，价格实惠些，建议平时来wan，有优惠，门票仅1元。山上很冷，一定要穿厚些。,5
90,中国最美的地方，只可惜上山太晚了，没有看到云海。不过景色不错，要玩过来得两三天时间，最好住在山上，看看日出。周末节假日住宿等都涨价了，平时去最好。,5
91,值得欣赏不错的景区，不能周末去 人多旅社爆满需要提前预定,5
92,一定要提前3小时预订，山里的温度低进山要穿长袖长裤，如果你不做观光缆车，可以坐电瓶车到玉皇顶站登山，会比建议登山路线省一半力气，而且路也好走的多，有时间可以再山上住一晚也不错。,5
93,值得欣赏不错的景区，不能周末去 人多旅社爆满需要提前预定,5
94,值得欣赏不错的景区，不能周末去 人多旅社爆满需要提前预定,5
95,一次很愉快的旅程，同程订票很给力9.9元，白云山风景好服务也不错，进景区座大巴到大门要30多分钟，晕车的人要小心哦呵呵，山路十八弯，里面很大要两天的，累并快乐着,5
96,下雨了，啥也不说了，淋着雨爬山，瀑布真得是到山底了最装观，看瀑布花了半天时间，准备第二日去爬山，结果孩子起不来，就去森林氧吧玩了哟，空气很好。只能说十一来人山人海，坐观光车一直得排队，山里没有导游，都是自己瞎跑，这点得提高！整体还可以，没去玉皇顶觉得好遗憾。,5
97,这是我和家及朋友第二次游白云山，我还会再次游玩白云山，取票很方便，换程小交通也很快，景区服务人很热情，瀑布壮观，森林养吧幽静，美中不足的是下午三点多下雨了，没登玉皇顶，,5
98,早晨从关林开车去的，没上高速，走了3个小时才到。山下吃的饭，不贵。50块钱两个菜两碗米饭。然后取票75*2=150元+上山大巴65*2=130+两份保险20元一共300元整。（包含来回上山大巴以及园内观光车）住的白云山郑州宾馆，100元一晚。卫生间有点臭。其他还行。吃饭比山下贵30%。山下50块钱够了。山上得50-70，不吃野味的话、就家常菜来说早晨2.30起床。3.00坐车去玉皇顶。5.10分到达山顶。腿疼啊！！！日出确实很美，一般真的看不到呢！！！ 超美。腿疼也值了。然后坐滑到下山的。30*2=60元。搞价50元就ok了。下午去了瀑布，现在瀑布没意思，不建议去。没水。很小的瀑布，腿走的都酸疼，还要走回去，坐索道上去要40元一个，不搞价。 一般都没人坐，都觉得太黑了。就这些了，森林氧吧确实氧气十足，空气很新鲜。上山大巴开的太猛，有点耳鸣。有点晕，想吐。。。。我常年开车的人都想吐、、、、何况不怎么坐车的。。。,5
99,人间仙境白云山，周日周一去玩的，人不是特别多，山下的农家热情好客。,5
100,同程比较给力！换票快多了！白云山景区比较大，建议两日游比较合理，玉皇顶和九龙瀑布分两日游，要不然体力根不上！！饭菜价格合理！住宿干净十一价格比较贵！！！,5
