id,comments,star_levels
28,白马寺位于 河南 省 洛阳 市老城以东12公里，洛龙区白马寺镇内。创建于东汉 永平 十一年（公元68年）， 中国 第一古刹，世界著名伽蓝，是佛教传入 中国 后兴建的第一座官办寺院，有 中国 佛教的“祖庭”和“释源”之称，距今已有1900多年的历史。现存的遗址古迹为元、明、清时所留。寺内保存了大量元代夹纻干漆造像如三世佛、二天将、十八罗汉等，弥足珍贵。1961年，白马寺被中华人民 共和 国国务院公布为第一批全国重点文物保护单位。1983年，被国务院确定为全国汉传佛教重点寺院。2001年1月，白马寺被国家旅游局命名为首批国家AAAA级旅游景区。,4
29,对白马寺，或者说对洛阳的最初印象，其实是来自徐大侠的《武林群侠传》。因为是春节假期打算去的，所以没能遇见洛阳花会（心里还是很可惜的）。一大早就从洛阳老街那边坐公交去白马寺，离市区还是比较远的，好在路上的自然风景不错。到了之后，正门的格局和白马，是熟悉的味道！跟外面各种商店形成对比，里面非常清幽。地也不大，很快就能走完，但有种让人心静的感觉。,5
30,比想象中好的多，原来以为会很乱，没想到虽然人不少，但是并不是很乱，而且门票不贵，学生票17.5。,5
31,不愧为中国第一古刹！佛教自此入华夏，注入中土人士血液，佛释道三教合一，中华之大幸！,5
32,出乎意料的大，而且里面还有泰式、缅甸、印度等的佛教寺庙，佛教版的世界之窗啊,4
33,景区没进，在门口就被坑的不行，一个乌梅36，我吃着和葡萄一样，上网一查，果不其然,1
34,个人觉得在几个寺庙中白马寺非常值得一去，并不只是它的地方大，还有各个别的国家的寺庙建筑展。更可贵的是在繁华喧闹之中，寺中的僧人还能保持那份安宁。,5
35,"白马寺位于河南省洛阳市老城以东12公里，洛龙区白马寺镇内。创建于东汉永平十一年(公元68年)，中国第一古刹，世界著名伽蓝，是佛教传入中国后兴建的第一座官办寺院，有中国佛教的""祖庭""和""释源""之称，距今已有1900多年的历史。现存的遗址古迹为元、明、清时所留。寺内保存了大量元代夹纻干漆造像如三世佛、二天将、十八罗汉等，弥足珍贵。",3
36,如雷贯耳的中原寺庙，本来抱着文化感受的打算来的，没想到意外发现风景其实也是很耐看，特别是寺内的氛围很好，舒心。,4
37,很好很好很好很好很好很好很好很好很好很好很好很好很好,5
38,白马寺位于洛阳市老城以东洛龙区白马寺镇内。创建于东汉 永平 十一年，是中国第一古刹。钟鼓楼的建成恢复了寺院晨钟暮鼓的礼佛仪式，成就了历史悠久的 洛阳 八大景之一——“马寺钟声”。,5
39,增长天王没有拿剑，而是拿着多闻天王的伞，然后多闻去拿了一个塔。问讲解员，说每个寺庙里的天王拿的都不一样，怎么拿都可以，现在的讲解员真心需要提高一下认知。,2
40,香火很旺盛，看来大家都想平平安安，顺顺利利！我也不例外。,5
41,作为游客觉得寺庙好大好大呀，但是如果你不顾一个讲解的话，你完全就是走马观花的看，有五个殿不是很大，但是走下来也很累，后面有一个异国风情佛教园，没什么看头都是假的。奥，对这边有一个竹林还不错。,3
42,不错，就是交通有点不方便。需要坐一个多小时的公交车,5
43,洛阳的地标，很值得一去的地方。,5
44,佛教传入中国起点，从这里开始佛教在中国四处传播。,5
45,白马寺修行好地方！道场特别强大,5
46,此次洛阳行最满意的景点了，有历史有内涵，又增加了泰国缅甸的佛教建筑，值得一去，印度馆没有开放是一个遗憾。,5
47,与龙门石窟同时去的，白马寺能见证和学到不少佛教历史和知识。,5
48,白马寺这里的饿香火很不错的,5
49,主体是白马寺，还有国际佛殿苑和狄仁杰墓两个小景点，总体感觉票价比较值。,5
50,白马寺不愧被称为中国第一古刹，非常恢宏气派，里面有很多都是保留完好的唐代古建。白马寺侧面新建的东南亚寺庙群与白马寺形成鲜明对比，庙宇色彩艳丽，有很多形态奇异的佛像。,5
51,还是上世纪80年代去的，去时懵懵懂懂什么也不懂，在门前骑白马照张相。,4
52,历史悠久，值得一去。交通也很方便。,4
53,进门看到的导览图，只去白马寺和国际佛殿就行，狄仁杰墓和齐云塔院那边太远了，也没什么可看的。,4
54,有多条公交线路到达。,5
55,关于这里脑海里只有两个场景，一是历史书上正门图景，二是白马寺膏药，也没有更深的了解，安排这里也只是因为可圈之地必有可点之处，一探究竟才可得知。,5
56,"千年古刹白马寺是中国第一古刹，世界著名伽蓝，是佛教传入中国后兴建的第一座官办寺院，有中国佛教的""祖庭""和""释源""之称。不但有美丽的人文风光，更有佛教文化璀璨生辉。",5
57,虽然白马寺距离市区有点远，但还是值得去的，香火很旺！,5
58,在白马寺的时候迎来了我人生中的第一场雪，特别赞！,5
59,第一古刹，环境很清幽，僧人们很随意的四处悠闲聊天，也会和游客攀谈。即使没有信仰也可以很舒服的呆很久,5
60,文化底蕴超浓厚！票价不贵超值！,5
61,年轻人就别来了，尤其是大老远外地旅游的，都是些上了年纪大爷大妈烧香，信佛的可以来。,1
62,特别差，作为第一批文保简直是闹着玩,1
63,不错的地方，里面很大很壮观的。,4
64,很多年前去郑州培训 趁着周末去了下白马寺,3
65,中国最早的官办佛教寺庙，号称祖庭，其实就是那么一回事,3
66,市内坐公交可到，就是路途遥远要一个多小时时间，古寺历史久远，值得一看,4
67,作为中国最早的儒教寺庙，如今的白马寺早已失去的神都时期的幽静。旁边粗制滥造的泰、缅、印寺庙喧宾夺主，更是败笔。,3
68,去龙门石窟顺路去的，价格合理，寺庙的话怎么说呢，需要跟讲解，听着才有意思。总体感觉还可以,4
69,能看的出，到白马寺的那天，天空中还下着小雨，不过并不影响游览景区，上午顶着雨走完。白马寺门票50元，是超值的，因为不仅仅游览白马寺，里面还修建了其他寺庙。,4
70,白馬寺的門票設計非常淡雅，很喜歡。,5
71,中国第一古刹真的好多故事听呢.,5
72,当时顺路过来看下的，并没有什么感觉？,3
73,龙门石窟离它很近，只有25公里，一脚油门就到。,5
74,有缅甸印度泰国风格的寺庙，有点意思,4
75,"中国汉代佛教传入中国时皇家出资修建的弟一座寺院,因白马驮佛经而得名",5
