id,comments,star_levels
36,华山不要急，因为华山的地势比较险峻，所以安全第一，华山的水和食物在山上卖的价格很高，所以大家登山前最好将食物和水果补充好，不建议带太多的衣服，因为登山的时候会出汗，所以你穿了厚衣服登山只会变成累赘。还有，去了华山的话一定要去华山的几个景点：鹞子翻身和长空栈道，个人感觉不是很危险，因为它会给你用绳索的，所以挑战的是自己的内心。,5
37,到了华山口的话最好购买好一些食物和用品，一定要带手套，登山杖不建议带，因为华山主要是以索道为多，如果是晚上登山的话最好手电筒用头带的那种，因为晚上登山的话要用手来拉住锁链。华山的成人票价是190元，3元的保险费，有学生证的话可以减一半,5
38,自古华山一条路，这五岳中的西岳当真是陡的无以复加。千尺幢、百尺峡、擦耳岩、长空栈道各种惊喜，当真是一次不小的挑战。,5
39,很多路1米都不到，上下山一条路，很多时候只能等，有些地方非常陡，基本属于四肢爬着上去。因为有陈香劈山救母的典故，所以一鼓作气爬到西峰看到了这块石头。下山倒是出奇的快，基本用了30分钟就到坐缆车的地方了，对体力还是有相当考验的。,5
40,位于西安西面的华阴市，可以先做火车到华阴再坐公交，当时为了省事直接报了个一日团，门票旺季180块，淡季100。上山之前手套必须要买，否则下山后手都不是手了。一共有东西南北四峰，东峰是游客隔夜上山看日出的地点，景区缆车直达北峰，然后步行至西峰-南峰。当时为了省事，直接缆车上了北峰，如果步行的话，需要3-4个小时,5
41,有传说华山会死人之类的，我只想说，其实都有安全绳的，只要您不往下跳，是很安全的。去了，会有很大收获滴。华山的一些小景点，都会有很多传说。可以多看看。门票180，虽然贵，但是值。推荐晚上爬,5
42,反正我是见过一个七尺男儿对我喊，美女，能让我先上去么？我现在很怂。我让了让他，真的有看到他的腿在发抖。其实喜欢冒险的伙伴去，很值得的,5
43,我站在华山的山顶，整个人感觉如沐春风，果然大自然的力量是无穷的，我很喜欢这个华山，风景很美的。,4
44,华山可是五岳中最险峻的，也是最有名的，喜欢冒险的朋友，我必须要推荐啊！,5
45,建议大家从北边的山峰上山，然后从西边的山峰下山，然后如果你有意愿，可以住着山上。,4
46,可以用支付宝还有微信等等方式买票哦！很方便的，去了才发现华山挺大的，还好那里有指示牌，哈哈~,5
47,我们是早上出发去华山的，我们做大巴花了40元，到了之后，不想爬山有坐缆车花了120元。,5
