id,comments,star_level
67,同程买票还是挺方便的，直接过去到窗口领票。但是里面除了玻璃栈道就是等于爬山。有点无趣。玻璃桥真正也就20来米吧，不是特别刺激。去过这里就真的很想去张家界去看看。,3
68,风景不错，天门山洞值得上去的，爬上去累**了，上面烧开水都是用柴火烧的,5
69,国庆节去玩的，门票价格合理，玩的很开心。,5
70,好玩，特别是玻璃栈道很刺激,5
71,真心不建议今年去，7~8公里都是修路，非常难开，这种路真心发现底盘不够高多伤不起了。带10岁以下孩子的也不建议去。门票上画着密密麻麻的景点，其实并没什么看点，设施几乎没有，密集的楼梯很考验体力，全程下来要4-5小时，大部分时间都在深山上楼梯，下楼梯，走路😢。比较原始的爬山，水很清澈，就是蚊虫太多太多了！,3
72,景区的原来路坏了，绕了一点路才到。景点有点远，并且台阶很陡，体力不好的人走一圈有难度。风景还是很不错的。,5
73,那个路呀，快快修复，开的我们小伙伴都好心疼车车的轮胎。那个景区呀，全程走了5个小时，居然没有一处有卖水的，口渴得不得了。还有园区内景点的维护，指示牌的美化…都需要进一步整改提高完善。,5
74,周末去爬爬天门山，真的很不错，天门山的风景也不错，不仅有地下河，芦葫瀑布也很美，到了山顶，天门也很美。听说，上面的庙求签很灵，当然，我也求了一张，呵呵！,5
75,那个路呀，快快修复，开的我们小伙伴都好心疼车车的轮胎。那个景区呀，全程走了5个小时，居然没有一处有卖水的，口渴得不得了。还有园区内景点的维护，指示牌的美化…都需要进一步整改提高完善。,5
76,。怎么说呢。景色很好，尤其是天门洞，远看近看的感觉是不一样的，山不高，但很俊，水不深但很清，都说水至清者无鱼，但还是看到了几条小鱼。再清清的浅水里嬉戏。美中不足的是，整个景区就我们俩人，没有看到第三个人，清净极了，玩到最后都是单张照，连个合影都没有。下得山来走到大门口，才看到一个工作人员，服务社也是关门的，好在这唯一一个工作人员，特热心，把保安自己预存的方便面卖给我俩，给我们烧了壶开水，一人一碗方便面，,5
77,自驾游临时改道，前往天门山景点，途中用手机网上订购门票，到达景区取票方便，该景点的确很美，有两条游玩的线路，一条费力的登山道，另一条轻松的天河路，下次还会去游玩。,5
78,天门山景点很大，水很清。真是不错😄,5
79,沿着溪上去的，一路顺着小溪走，这段比较好走。不过后半段没有小溪，全是台阶，体力不好可上去哦。山确实很高，但风景较少，走起来累。景区小卖部很少，有点贵。各景点有点远，并且台阶很陡，山很高，要体力好才行。景区投入还要加强，有些路没有修补。不少倒树没有移走。,5
80,天门山景区的风景优美，但是因为进入景区的路还在修，非常的难走。漂流点没有运送衣服等服务，漂流后还得全身湿渌渌的打个20元的摩托车返回到起漂点去取衣物，再回到终点处沐浴，非常的不方便。,5
81,很不错的休闲线路，五一带亲朋好友一起去，清山绿水怡性情。,5
82,不错，就是入口很难找到，因为在修路一路上都是沙。,5
83,害**我了，景点一个人也没有。在修路！,0
84,景区风景优美，就是从高速路口到景区的道路太差。,5
85,天门山景区兑换票比较方便值得一去,5
86,很好。景色很美，值得一去。,3
87,景点不错，不过路比较难走在修路。,5
88,漂流很赞！还想再去！水足的时候很刺激！,5
89,整体还可以吧，就是那个水连宫，地图位置有错,5
90,风景可以，第四次去了，路太差就是了额,5
91,中午才到景区，才发现景区很大，想玩一圈下来还是要早上早点来玩比较好。下回一定要玩一圈下来，补足没游玩过的景点,5
92,不错山清水秀。只是在修理，一年后再来会更好,5
93,到售票窗口下的订单，一张便宜了5元，很不错。天门山景色很好，就是走一圈下来太累了,5
94,交通比较方便，周围的环境也还不错，价格比较合适，性价比比较高，周末和朋友一起去逛逛还是很不错的，推荐一下吧,5
95,服务很好。。。。进景区的公路太烂。。。景色不错。。。,5
96,网上订购速度很快验证码差不多在售票处等了1分钟，可惜早上天公不作美，下起了毛毛雨，一会进景区就天晴，总体来说不错。,5
97,景区设施完善，上下山强度还是挺大的，用8个小时（含用餐时间）把景区走遍，很有收获！,5
98,小长假合家出游的好地方，景区有难易两条线，如果往天门洞走强度比较大，沿着溪流走栈道通往地下河，休闲游，空气清新景色宜人，溪水潺潺，沿途春花浪漫，取山泉水泡茶无比惬意。,5
99,本来预计只要二三个小时的路程，最后天气好，所有景点都玩过。花了快六个小时了。,5
100,去的那天太迟了，导致没有看到天门山顶，但是与一班朋友烧烤，很美味。。。。心情也不错哦，建议大家也可以一试,5
